Gene.symbol	Healthy001	Healthy002	Healthy003	Healthy004	Healthy005	Healthy006	Healthy007	Healthy008	Healthy009	Healthy010	Healthy011	Healthy012	Healthy013	Healthy014	Healthy015	Healthy016	Healthy017	Healthy018	Healthy019	Healthy020	Healthy021	Healthy022	Healthy023	Healthy024	Healthy025	Healthy026	Healthy027	Healthy028	Healthy029	Healthy030	Healthy031	Healthy032	Healthy033	Healthy034	Healthy035	Healthy036	Healthy037	Healthy038	Healthy039	Healthy040	Healthy041	Healthy042	Healthy043	Healthy044	Healthy045	Healthy046	Healthy047	Healthy048	Healthy049	Healthy050	Healthy051	Healthy052	Healthy053	Healthy054	Healthy055	Healthy056	Healthy057	Healthy058	Healthy059	Healthy060	Healthy061	Healthy062	Healthy063	Healthy064	Healthy065	Healthy066	Healthy067	Healthy068	Healthy069	Healthy070	Healthy071	Healthy072	Healthy073	Healthy074	Healthy075	Healthy076	Healthy077	Healthy078	Healthy079	Healthy080	Healthy081	Healthy082	Healthy083	Healthy084	Healthy085	Healthy086	Healthy087	Healthy088	Healthy089	Healthy090	Healthy091	Healthy092	Healthy093	Healthy094	Healthy095	Healthy096	Healthy097	Healthy098	Healthy099	Healthy100	Healthy101	Healthy102	Healthy103	Healthy104	Healthy105	Healthy106	Healthy107	Healthy108	Healthy109	Healthy110	Healthy111	Healthy112	Healthy113	Healthy114	Healthy115	Healthy116	Healthy117	Healthy118
ZNF501	1.574	5.284	23.635	13.427	7.383	12.443	2.242	5.04	4.485	12.518	17.752	14.822	9.075	12.489	8.69	4.793	0	1.193	19.989	24.045	16.398	5.162	5.232	8.739	21.244	0	17.028	5.549	0	8.601	3.88	25.86	2.451	8.36	3.284	1.41	11.083	14.752	0.26	8.953	1.726	20.404	0	2.65	12.372	18.245	1.106	0.473	3.729	8.806	2.585	5.405	4.409	5.205	1.799	14.211	3.921	2.933	12.069	0	6.717	7.831	13.834	3.943	0	3.555	0	1.433	14.458	0	13.017	0	11.421	0	0	0	0	7.869	0	22.862	5.995	4.997	15.482	12.382	12.536	4.5	2.834	10.288	17.606	12.233	0	17.054	17.647	1.995	0	6.404	18.313	15.231	3.022	0	29.087	2.493	12.177	17.63	0	4.476	1.82	8.538	8.401	5.343	3.675	0	7.933	3.45	7.133	10.481	4.181	0
ZNF197	13.741	22.365	26.904	14.817	13.312	15.863	20.937	13.711	15.118	12.767	15.976	14.195	7.78	11.745	22.668	22.911	14.471	25.63	11.669	29.317	15.539	17.607	16.626	18.415	4.788	24.723	2.551	8.015	6.423	7.162	12.33	12.77	9.285	9.812	15.244	23.111	7.431	20.582	7.431	22.417	25.998	19.98	15.84	10.49	15.916	10.301	3.893	6.837	33.548	2.326	13.869	3.42	7.26	21.842	14.379	11.866	8.961	8.039	17.16	23.238	24.371	16.842	13.714	17.603	24.485	0	5.721	20.753	34.883	19.509	19.444	0	14.343	14.684	21.011	1.698	21.545	13.695	10.215	11.98	0	5.579	26.792	13.459	8.034	24.326	17.287	31.824	9.354	22.665	19.47	14.703	10.275	12.944	10.808	21.793	28.663	18.329	10.8	11.888	2.742	5.591	19.243	23.352	4.138	17.21	2.453	17.504	14.292	3.802	12.418	13.365	8.901	9.441	16.137	15.982	8.219	28.984
SPATA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM228A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.258	0	0	0	0	1.277	0	0	1.116	0	0	4.961	0	0	0	0	0	0	0	0	0.62	0	0	0	0.347	0	0	0	0	0	0	0.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.258	0	0	0.53	0	0	0	0	0	4.44	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.995	0
DEFB132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L2	10.457	11.343	0.651	14.85	3.123	3.786	35.757	5.796	15.539	5.41	11.442	9.543	2.966	4.226	6.074	1.336	0	0	2.528	0	1.76	0.511	0.501	0.394	11.089	0.469	0	14.18	0	0	0.248	0	0	0.801	17.883	1.966	16.353	9.379	0.996	0	0	0	5.14	2.235	7.338	4.316	4.78	0.181	0	0	0	0	4.901	6.86	8.428	2.897	1.069	0	12.268	0	4.312	0	0	20.518	11.081	0.188	11.427	4.864	0	0	1.183	0.146	7.236	9.965	0	0	18.07	7.9	31.518	0	0	0.26	0	4.272	0	35.504	0.483	15.986	2.482	0	11.799	16.707	9.298	2.353	0.541	2.342	10.77	0	14.33	1.676	0	3.485	0	40.425	3.718	0	0	6.334	19.322	11.91	0	0	0	0	8.436	5.17	5.084	0
RPS23	2388.588	3584.007	2874.554	2606.669	2210.999	2356.907	3429.678	1634.825	2684.324	3631.125	2752.829	3302.831	2576.247	2711.371	3469.423	2272.712	792.232	2480.185	1877.304	1661.13	1746.166	1590.358	1637.834	1848.341	1513.439	1270.889	1119.183	1247.485	1675.555	2667.762	705.189	1588.67	1363.56	1942.449	2018.01	986.285	1683.992	1151.834	1643.562	1916.056	1857.533	1713.911	1907.731	1207.851	2155.06	1889.977	1173.844	492.359	1993.087	554.14	2301.586	1531.011	998.25	1444.744	1219.9	1654.146	1247.939	1521.701	1723.023	2352.359	1881.553	1607.428	1687.956	2278.72	1957.597	1172.242	1391.428	2887.626	1562.644	2335.249	2106.639	1447.701	2337.243	2279.149	1080.208	920.181	1724.772	2552.892	1345.149	1861.56	1363.099	1676.089	2559.987	2085.415	1866.169	2675.088	2337.432	2929.543	1138.21	2656.923	1395.166	1589.657	1656.083	775.767	1415.898	2411.843	2172.202	1825.386	1547.494	1144.651	1934.859	744.35	2313.908	1917.394	1910.508	1238.422	1091.413	2349.302	1168.315	1330.757	1713.717	1990.522	1716.402	1126.225	1644.029	2037.84	2157.263	1464.368
GNG2	131.404	163.404	207.158	129.317	117.579	71.003	120.892	84.566	94.344	171.532	173.81	183.708	110.891	150.729	128.421	87.87	150.707	131.558	163.32	83.683	126.447	128.908	86.584	203.782	72.867	86.735	120.534	86.159	106.049	152.03	110.984	58.934	87.143	191.514	215.712	79.993	166.052	96.009	114.575	91.803	168.317	111.571	187.629	81.795	142.012	88.316	113.536	111.545	159.986	68.937	144.519	86.344	54.385	107.516	135.259	147.578	94.367	159.176	152.114	187.598	76.986	195.196	132.766	136.284	165.78	227.062	328.312	122.685	163.826	198.936	151.477	149.591	164.771	207.457	123.858	240.084	268.061	90.324	184.891	210.634	79.533	79.894	218.774	166.726	133.939	140.549	125.91	208.695	101.384	200.176	90.859	110.547	102.736	92.217	118.458	149.511	189.204	235.6	108.736	197.558	73.95	102.407	149.315	107.301	124.924	119.905	91.119	166.546	242.411	126.12	137.362	130.947	272.034	87.169	179.384	250.928	132.932	91.425
BTN3A2	71.264	87.286	62.551	104.31	83.115	98.479	72.061	4.897	61.571	47.673	106.636	80.023	74.182	89.814	59.85	46.452	92.557	59.42	74.029	111.217	47.438	83.21	82.608	83.129	59.314	86.545	170.467	130.113	54.521	87.153	91.469	72.615	52.701	86.234	82.864	89.687	75.645	92.297	70.683	51.246	35.526	74.771	87.275	76.007	95.072	79.075	80.233	154.719	99.199	51.411	73.299	69.498	124.599	55.009	86.122	71.334	92.545	95.918	43.145	50.777	58.982	32.529	78.32	96.653	95.697	73.235	68.217	87.896	75.448	103.332	97.866	127.518	79.66	103.262	53.532	143.058	122.434	56.957	72.517	98.706	110.089	92.593	120.091	82.454	16.801	32.968	64.962	100.807	98.768	100.89	68.048	125.352	55.384	99.466	118.24	69.805	51.779	103.407	32.999	120.305	50.372	97.405	116.986	103.524	58.022	71.705	91.082	101.933	134.007	118.641	76.075	90.882	95.25	101.788	80.07	80.153	83.195	102.718
AKAP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCLO	0.299	0	1.161	0	0.174	0.084	0.322	0.431	0.369	0.431	0.859	0.042	0.992	0	0.328	0.894	0.138	0.272	0.951	0	0.224	0.199	0.224	0	0	0.078	0	0.126	0	0.065	0.442	0	0.047	0.357	0	0	0.054	0.185	0	0	0	0.257	0	0.136	0.599	0.036	0.017	0	0.747	0.366	0.489	0	0.396	0	0	0.014	0.432	0.566	0.058	0	0	0	0	0.02	0.019	0	0	0	0	0	0	11.403	0	0	0	0	0.74	1.874	0	0	0	0.014	0.209	0.066	0	0	0	0	0	0	7.117	0	0.804	0	0	1.466	0	0	0	2.143	0.095	0	0	0.835	0	0	0	0	0	0.406	1.894	0	0	0.106	0	0.125	0	0.007
KLK12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS7BP	0	0	0	0	1.478	2.557	0	0.75	1.187	0	0	4.314	1.793	0	1.255	0	0	0	0	0	0	0	1.46	0	1.076	0	0	0	0	0.113	0	0	0	0	0	1.603	0	0.214	0	0	0	0	0	0	1.146	0	5.657	0	12.461	0	0	0	0	0	0	1.76	0	0	0	0	9.764	17.739	0	0	0	0	0	4.843	0	0	0	0	0	0	0	0	0	2.342	0	0	0	0	3.95	0	0	0	23.481	0	0	0	0	0	0	0	0	0	0	0	2.448	0	0	0.393	0	0	0	0	0.64	0	0	0.353	0.41	0.362	4.021	0	0	0	2.017	1.684
INSIG1	67.622	75.994	55.489	62.013	61.769	29.938	81.188	90.318	57.126	62.818	53.853	50.44	50.124	69.57	57.564	69.549	109.047	36.012	31.346	60.683	45.849	60.648	27.322	31.939	36.638	85.941	40.131	91.139	61.525	43.222	82.435	31.973	22.173	53.732	73.021	72.372	20.385	67.065	57.331	21.313	32.248	68.102	87.717	75.521	36.385	45.567	51.706	67.939	51.242	116.167	55.281	57.622	79.697	53.896	66.163	43.822	76.534	55.106	48.666	8.402	59.073	50.643	70.321	94.965	44.339	25.081	60.902	60.619	87.171	101.552	33.673	57.167	67.138	34.811	44.896	174.972	105.729	94.835	140.633	30.318	129.365	111.776	49.917	49.738	78.336	55.13	76.583	79.794	64.891	114.382	72.541	74.017	142.179	92.376	87.786	96.916	114.208	83.874	106.528	126.177	33.551	112.221	99.079	48.639	77.81	125.851	90.373	73.047	57.558	107.002	83.065	115.375	102.409	96.856	75.217	33.73	84.064	90.936
MYT1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0.308	0	0.135	0.427	0	0.192	0.01	0.008	0.045	0	0	0	0	0	0.085	0	0	0	0	0	0.322	0	0	0	0	0	0	0	1.609	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0.49	0	0	0	0
C5orf38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.838	0	0	0	0	0	0	0	0.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF396	0.9	3.57	5.464	3.328	1.147	1.906	27.238	0.473	0	1.135	2.729	1.633	0.287	0	0.617	0	0	0	1.591	0	0	0.107	4.734	2.315	2.908	1.376	1.785	5.355	3.209	0	0.832	0	1.665	0	10.564	2.392	10.427	1.158	0	4.907	0.902	4.146	1.772	2.387	4.506	0.47	1.876	3.426	4.867	0	1.723	4.857	1.915	2.585	0	2.907	3.756	0	0.087	0	0	7.278	0	3.536	0	0	0	0	0	0	3.102	0	0	0	6.005	0.057	0	7.474	3.864	8.166	0	6.648	2.699	0.149	0	7.706	1.469	9.223	0.13	0	0	1.045	12.099	1.283	0	0.529	1.251	0	6.445	0	0	0.991	0	8.761	0	0	0.958	2.445	0	0	0.263	0	0.79	1.572	1.56	2.961	0.742	0
TMEM222	7.79	8.77	7.542	4.903	2.113	4.4	7.522	1.468	9.651	9.1	8.097	2.647	1.949	2.257	15.07	13.322	6.822	5.213	13.861	1.958	4.297	12.8	1.285	26.718	6.449	4.539	0	2.908	6.1	3.204	7.202	0	9.16	2.967	6.429	5.375	10.595	5.029	3.972	3.862	0.943	2.158	2.824	6.83	4.282	3.37	2.284	0.207	4.653	7.693	7.177	15.363	8.088	4.945	10.214	9.974	11.949	0	6.042	28.572	12.145	0.38	2.37	5.845	2.104	0	12.927	20.738	0	0	2.695	15.567	6.761	3.494	25.535	0	0	2.046	0	0	28.954	3.995	13.058	6.557	7.049	2.6	4.952	4.853	9.664	12.487	11.887	2.719	10.713	15.347	16.401	4.362	0.055	28.15	9.337	0.056	6.633	13.576	10.439	12.7	1.626	5.841	8.14	3.416	1.478	9.551	11.148	11.495	24.588	6.488	6.435	7.205	3.568	4.831
OR9Q1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP30	334.563	303.043	388.478	227.395	244.919	270.61	308.656	169.922	282.325	279.32	455.779	286.041	233.08	228.044	321.96	264.104	210.635	248.503	340.497	205.635	306.916	184.753	161.329	254.318	224.759	175.45	325.58	183.649	197.19	319.54	371.355	239.339	165.814	253.852	391.853	121.254	421.654	228.638	208.217	254.072	311.331	230.839	203.63	281.48	164.47	181.445	232.54	190.942	307.232	153.959	259.528	217.2	126.972	254.373	278.261	287.318	204.241	301.433	266.585	439.769	178.878	196.841	307.466	321.669	424.422	208.413	362.19	374.901	257.13	418.739	378.125	192.63	347.412	248.011	325.977	251.474	296.58	312.911	304.551	516.6	347.842	234.567	425.624	292.954	318.583	441.019	239.277	281.582	208.754	375.669	266.557	255.202	239.047	331.311	335.825	392.593	472.362	407.823	303.889	433.678	387.224	261.055	393.714	361.429	390.189	376.067	248.378	287.835	336.845	341.386	477.788	398.055	327.343	265.039	395.053	440.849	277.427	210.635
SEPT10	74.644	79.149	56.664	40.105	52.77	51.502	37.777	19.677	63.447	88.265	58.363	95.412	31.896	63.263	51.466	136.512	23.195	34.266	49.737	30.087	40.821	17.81	24.759	54.98	39.788	19.092	19.58	22.758	37.905	73.745	20.81	28.358	38.668	44.879	33.974	18.686	58.388	25.655	20.287	20.715	18.893	32.018	19.263	17.435	9.501	37.202	33.788	23.407	40.435	12.265	56.621	20.138	15.231	14.865	50.04	37.554	23.998	25.484	67.515	52.914	49.533	36.373	31.837	40.71	49.022	70.775	3.728	32.543	41.7	59.094	15.606	9.741	25.819	24.448	3.667	0	22.832	20.66	80.063	40.666	31.291	29.42	19.923	18.165	32.664	35.932	30.628	49.209	17.111	31.527	18.4	31.835	18.831	10.674	10.823	6.506	24.99	79.052	24.789	64.81	53.74	6.522	14.903	51.551	22.899	24.164	14.978	76.011	32.579	25.661	38.847	23.761	78.666	40.091	24.359	24.584	33.294	35.588
FAM86B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.235	0	0	0	0	2.462	0	0	0	0	0	0.171	0	0	0.448	0	0	0	0	0	0	0	1.44	0	0	0	0	0	0.431	0	0	0	0	8.136	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.197	0	0	0.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.598	0
CYP4F8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F3	0.991	0	0	0.78	4.06	1.26	1.78	0.819	0	3.811	14.752	2.496	1.74	1.404	0	1.853	0	0.141	2.337	0	2.905	2.832	0.811	0	5.126	0	0	0	0	0	0.917	0	0	0	0	0	0	0	3.406	0	4.588	2.74	0	0	0	1.256	4.49	0	1.888	0	0	8.938	0.312	1.23	0	8.383	0	0	0	0	0.443	21.172	0	2.032	2.328	4.344	0	0	0	0	2.528	13.035	0.067	0	0.062	0	12.137	0	0	0	0	3.181	0.541	0.055	4.595	0	6.529	0.389	0	0	2.928	0	0	2.229	4.652	1.915	0	4.461	0.833	0	2.216	0.831	0.12	4.921	0	5.875	2.188	0	7.938	0.035	3.473	0.036	0	0.985	0.198	1.518	0	3.373
SMYD4	8.777	4.878	2.531	8.572	4.847	3.305	9.677	1.878	3.738	13.378	6.617	3.921	4.077	1.044	4.387	10.559	2.02	4.017	14.386	14.696	4.731	4.707	15.47	10.455	0	0.353	0	10.884	3.865	6.641	5.596	2.826	1.021	2.487	6.533	9.319	2.172	2.214	1.649	0.51	3.113	6.01	5.526	7.11	2.29	0.722	5.744	4.164	0.799	0.435	8.788	5.049	1.526	4.162	4.267	4.739	2.966	5.033	0.704	20.604	6.039	0.084	3.13	2.964	10.993	4.456	0	9.859	0	9.798	5.229	2.199	5.337	0	0	0	0	12.918	18.496	27.063	0	2.932	3.916	3.036	5.362	9.506	10.493	11.239	0.817	24.78	3.552	2.46	14.152	3.541	11.81	9.05	0	8.679	1.937	3.116	2.255	6.387	1.895	5.227	3.774	2.423	8.558	2.797	12.353	4.481	1.473	10.337	0.974	6.137	3.228	9.096	6.626	0.396
