Gene.symbol	BRCA001	BRCA002	BRCA003	BRCA004	BRCA005	BRCA006	BRCA007	BRCA008	BRCA009	BRCA010	BRCA011	BRCA012	BRCA013	BRCA014	BRCA015	BRCA016	BRCA017	BRCA018	BRCA019	BRCA020	BRCA021	BRCA022	BRCA023	BRCA024	BRCA025	BRCA026	BRCA027	BRCA028	BRCA029	BRCA030	BRCA031	BRCA032	BRCA033	BRCA034	BRCA035	BRCA036	BRCA037	BRCA038	BRCA039	BRCA040	BRCA041	BRCA042	BRCA043	BRCA044	BRCA045	BRCA046	BRCA047	BRCA048	BRCA049	BRCA050	BRCA051	BRCA052	BRCA053	BRCA054	BRCA055	BRCA056	BRCA057	BRCA058	BRCA059	BRCA060	BRCA061	BRCA062	BRCA063	BRCA064	BRCA065	BRCA066	BRCA067	BRCA068	BRCA069	BRCA070	BRCA071	BRCA072	BRCA073	BRCA074	BRCA075	BRCA076	BRCA077	BRCA078	BRCA079	BRCA080	BRCA081	BRCA082	BRCA083	BRCA084	BRCA085	BRCA086	BRCA087	BRCA088	BRCA089	BRCA090	BRCA091	BRCA092	BRCA093	BRCA094	BRCA095	BRCA096	BRCA097	BRCA098	BRCA099	BRCA100	BRCA101	BRCA102	BRCA103	BRCA104	BRCA105	BRCA106	BRCA107	BRCA108	BRCA109	BRCA110	BRCA111	BRCA112	BRCA113	BRCA114	BRCA115	BRCA116	BRCA117	BRCA118	BRCA119	BRCA120	BRCA121	BRCA122	BRCA123	BRCA124	BRCA125	BRCA126	BRCA127	BRCA128	BRCA129	BRCA130	BRCA131	BRCA132	BRCA133	BRCA134	BRCA135	BRCA136	BRCA137	BRCA138	BRCA139	BRCA140
PIP4K2A	634.357	363.3	399.54	425.991	386.699	366.007	264.395	363.086	400.318	401.725	391.112	854.818	463.167	333.058	369.146	329.685	629.878	385.846	364.734	293.809	628.438	585.336	572.556	532.566	483.997	663.896	449.269	529.584	469.693	482.935	564.628	404.192	618.914	545.748	407.692	539.85	474.966	750.569	496.681	791.143	383.526	287.752	429.48	402.978	399.809	822.38	604.215	559.45	418.997	393.024	396.78	355.415	510.097	784.374	305.588	571.569	537.465	728.091	401.876	555.286	514.961	511.525	509.639	591.735	436.282	504.095	513.099	407.671	480.054	322.392	528.658	539.781	488.435	431.532	512.696	475.223	479.457	521.131	601.281	502.106	767.163	500.589	483.696	413.003	431.927	578.834	471.083	589.786	668.453	652.641	467.589	633.429	697.89	555.104	550.431	630.675	574.505	596.346	547.051	470.163	433.452	597.18	475.183	694.838	421.397	510.315	572.403	461.157	493.158	536.334	647.376	548.759	567.552	895.696	726.101	594.398	444.648	499.109	421.662	379.346	505.365	656.487	438.464	573.852	688.738	640.456	445.131	516.104	544.328	409.342	544.68	482.583	345.529	530.286	469.763	407.377	438.875	409.047	535.245	416.212
C2orf50	0	0	0	0	0	0	0	21.458	0	0	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0.219	0.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632	0	0	0	0	0	0	0	0	0	0.189	0	0	0	0	0	0	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705	0.793	0	0	0	0.747	0	0	0	0	0	0.484	0	0	0.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.466	1.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FREM2	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0.195	0	0	0	0.094	0	0	0	0	0	0	0.307	0	0	0	0	0	0	0	0.012	0	0.027	0	0.052	0	0.111	0	0	0	0	0	0.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0.352	0	0	0	0	0	0	0	0	0	0	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034	0	0	0	0	0	0.082	0	0	0	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	32.283	19.618	34	0.859	37.197	36.012	69.49	43.686	42.3	25.64	49.927	27.831	50.181	38.04	26.8	48.951	21.494	57.368	28.96	68.914	21.911	74.017	62.652	83.966	54.209	56.168	37.831	67.179	64.153	61.554	61.612	87.805	75.243	40.446	78.815	44.387	83.231	57.945	68.925	52.819	64.722	61.033	77.362	67.285	70.549	41.599	43.63	69.379	76.925	73.518	65.644	51.29	32.545	32.524	46.584	54.465	52.296	38.31	44.762	31.326	43.785	47.96	43.526	40.564	29.534	38.777	19.743	73.958	44.78	47.756	51.698	67.804	88.857	56.224	52.625	49.579	78.765	65.27	69.762	100.5	29.242	66.414	68.089	48.26	64.43	93.153	50.35	37.015	50.518	69.718	58.447	41.616	40.574	61.196	56.804	66.736	79.135	68.813	46.825	55.901	72.793	59.352	48.556	64.583	102.59	54.706	41.636	71.119	64.522	42.705	63.446	54.475	69.178	61.794	45.041	46.205	52.347	65.302	52.809	73.893	69.801	31.496	59.71	51.45	47.534	47.937	68.551	57.201	46.458	80.353	45.134	76.05	42.878	63.211	40.546	36.573	63.273	60.609	38.859	55.194
CRIM1	16.213	13.408	29.751	7.143	16.902	9.527	1.995	4.065	27.131	18.124	22.25	5.17	16.61	7.362	2.101	26.106	5.374	15.843	4.132	22.969	1.119	8.009	7.906	12.562	9.464	11.104	8.804	6.206	13.543	9.928	12.977	12.581	7.46	18.26	6.648	8.875	20.112	4.083	12.861	33.434	22.436	4.522	14.72	16.254	8.197	9.283	12.243	8.637	16.456	7.133	9.707	9.745	21.919	10.22	14.226	10.281	7.603	7.074	6.062	9.43	8.432	7.18	20.117	17.889	15.354	8.101	7.36	10.542	0.622	6.664	6.888	16.1	8.039	16.069	7.753	6.859	9.112	8.902	17.453	12.916	4.03	20.203	10.462	11.002	15.122	8.064	10.36	10.024	14.99	24.466	12.394	7.172	7.934	10.514	5.563	13.793	14.9	6.655	14.923	9.407	7.601	6.221	21.62	11.001	4.677	11.919	9.948	14.727	8.406	13.117	4.529	21.733	7.553	4.94	11.808	11.452	13.537	12.64	15.197	19.206	21.17	7.138	12.705	12.816	5.206	27.617	16.664	14.581	21.079	4.036	27.713	7.948	8.762	5.302	7.576	8.645	15.135	20.447	14.039	40.926
SEC24D	20.044	31.026	17.976	12.011	9.114	8.313	15.359	6.261	18.66	24.451	12.699	19.496	8.855	5.623	22.87	6.982	20.139	20.704	32.53	11.786	14.247	15.474	23.101	13.56	15.707	12.276	12.058	14.844	16.46	16.216	23.11	16.434	14.163	15.952	16.867	18.913	16.483	9.856	16.753	13.654	8.156	8.254	11.251	18.42	13.109	13.79	15.848	17.738	12.068	11.305	16.988	17.685	13.956	17.225	15.713	25.835	21.178	15.486	12.1	8.242	9.637	8.622	25.346	13.046	16.729	19.64	15.416	14.82	26.822	11.213	17.887	10.999	21.17	16.428	22.185	16.941	17.608	14.522	20.235	13.054	14.838	24.08	15.549	14.481	27.374	25.202	8.081	9.147	23.737	12.96	15.237	7.78	19.183	11.912	20.253	11.35	9.317	18.152	21.822	20.212	21.75	12.499	16.344	14.3	17.438	12.925	11.021	21.942	22.661	6.633	12.601	17.029	17.152	2.843	10.972	21.63	11.003	18.604	18.326	11.484	12.022	15.88	11.762	14.543	8.924	9.428	11.67	15.831	5.645	15.147	12.942	7.834	8.159	9.032	13.922	15.883	13.559	19.879	10.793	8.978
ABCB9	0	0.092	0.316	3.022	3.401	0	0	0.246	0.993	0.979	0.896	0	0	0	2.47	0.186	3.167	1.908	0	0.071	0.08	1.037	0.312	0.581	1.44	0.402	0.07	0.668	1.961	0.089	0.378	0.736	0	0.669	1.392	0.478	0.975	0.125	0.198	0	0.216	0.325	0.27	2.638	1.348	0.835	0.42	0.645	0.811	0.592	0.01	0.261	1.35	0.29	1.539	0.018	1.132	0.934	0.75	0.377	0.361	0.252	1.619	0.168	0.29	0.315	0.456	0.19	0.378	0.595	1.178	0.597	0.543	0.53	0.221	0.711	0.467	0.105	0.097	0.363	0	0.901	0.236	0.03	0.554	0.235	0.058	0.171	1.379	1.788	2.214	0	0.538	0.281	1.33	0.994	0.405	0.732	0	0.432	0	0.179	0	0.295	0.657	0.074	0.424	0.264	1.208	1.396	0.232	0.307	0.772	0.445	0.483	0.435	0	0.618	0.739	0.758	0.263	0.617	1.368	0.029	0.527	0	0	0	0	0.639	0	0.803	0.186	0.118	0.072	3.482	3.345	0.399	0.085	1.933
RILPL2	46.975	45.364	84.551	38.368	103.744	64.508	89.746	80.378	58.466	22.545	61.189	60.17	28.609	56.588	44.726	66.728	65.686	20.748	58.618	65.79	74.84	49.37	38.063	50.204	42.343	48.508	43.628	50.525	46.966	47.497	55.425	51.993	54.322	48.42	53.288	37.68	38.457	66.973	40.092	21.312	52.424	248.1	57.77	81.973	46.91	42.747	57.496	54.471	49.497	50.737	52.963	45.113	64.942	21.075	53.858	48.618	57.643	34.674	46.893	47.685	62.192	45.747	56.712	40.838	53.233	38.035	40.988	57.742	36.788	133.234	65.551	44.451	44.773	46.119	52.225	59.479	47.414	43.842	39.202	51.216	37.445	60.346	45.85	44.594	42.481	57.686	61.864	33.673	42.181	56.514	56.57	60.253	45.23	51.894	63.129	49.672	52.955	46.207	32.68	60.625	64.22	49.047	64.386	44.622	42.198	59.22	44.392	64.703	68.467	64.663	48.473	55.327	40.745	37.696	62.872	57.541	45.618	59.371	40.602	57.804	38.047	68.714	45.605	43.08	49.902	67.102	52.402	72.411	42.635	55.745	51.565	62.542	70.778	37.405	30.463	34.936	49.508	36.764	44.508	39.554
DHX37	8.044	2.849	0.475	0.607	16.998	18.139	0.074	22.439	15.34	10.067	4.636	14.277	3.363	5.731	6.273	6.603	10.409	3.736	15.414	33.979	7.065	11.973	13.752	20.618	13.108	16.201	16.711	14.431	15.291	21.369	16.668	24.176	18.939	17.481	15.193	26.896	8.538	16.595	19.598	15.138	26.875	12.224	14.395	22.95	33.947	14.821	24.534	13.952	27.541	18.11	16.571	8.856	10.072	9.286	12.586	6.496	7.501	6.15	14.409	8.446	9.8	9.336	16.258	8.41	18.735	7.076	13.682	12.966	6.426	7.844	8.254	14.988	19.047	12.719	9.852	11.725	21.464	16.273	22.841	23.43	15.032	8.715	15.769	13.933	6.398	9.479	13.117	5.974	13.24	9.901	12.944	5.488	9.781	15.901	24.005	11.718	16.773	16.169	9.376	19.885	9.733	18.51	15.716	10.936	16.627	9.391	7.374	14.657	4.54	11.344	15.411	18.168	8.356	10.51	20.082	20.068	11.453	15.283	11.751	14.931	14.11	10.127	19.845	21.039	17.722	12.844	23.51	15.82	17.823	30.948	12.907	23.709	7.889	13.472	19.001	20.34	19.316	24.908	21.057	15.905
UBC	443.329	524.3	589.865	711.964	581.214	460.471	482.225	520.053	505.688	492.185	343.459	394.307	715.142	461.066	392.803	510.603	406.864	539.579	506.529	465.865	328.089	368.758	300.608	377.131	336.156	335.926	493.356	435.826	453.368	491.949	420.613	430.807	434.941	412.535	434.316	351.188	389.857	384.284	531.16	545.626	515.127	657.398	559.725	453.49	625.204	448.48	360.396	344.323	415.993	331.07	310.682	339.134	337.844	221.411	404.627	376.12	303.823	297.964	330.925	347.154	376.016	214.103	383.677	234.697	480.47	321.557	401.889	281.076	284.477	510.353	363.546	343.53	420.259	387.11	386.469	393.593	462.176	337.63	372.611	391.665	340.986	497.111	362.774	344.467	417.846	222.916	425.738	237.592	376.706	524.546	254.824	375.913	361.779	278.965	385.363	396.279	367.701	320.228	391.312	560.171	464.91	423.574	429.217	360.542	450.855	329.683	312.366	436.822	592.457	425.18	284.652	390.524	226.462	389.942	316.609	397.24	408.343	416.455	449.248	437.565	398.073	325.286	391.725	285.864	229.445	354.546	322.526	315.811	308.027	389.167	355.351	338.839	375.806	309.888	412.726	451.785	300.993	405.89	400.078	334.488
ITPR1	10.083	10.645	3.846	9.859	11.548	8.202	6.732	11.382	13.18	9.414	8.086	6.861	18.55	10.278	7.942	16.602	8.42	7.871	11.938	14.57	11.788	16.077	10.464	12.375	8.64	14.471	9.46	11.634	12.954	7.444	9.039	17.228	9.246	8.599	12.203	6.755	6.23	12.622	9.316	12.316	10.56	9.493	9.918	10.219	11.55	11.52	8.974	9.787	13.664	12.227	10.843	8.744	8.321	9.52	7.129	10.99	10.228	7.196	8.011	6.182	6.854	14.011	9.161	14.676	4.39	12.049	5.179	17.954	7.343	4.524	8.212	12.372	15.38	10.004	9.574	8.412	13.514	12.289	9.262	14.508	11.382	8.769	9.788	10.779	11.181	12.57	10.966	8.905	12.326	6.509	14.784	12.293	9.619	11.207	12.84	8.549	12.521	12.831	6.434	6.458	12.663	6.01	12.026	11.506	14.143	9.593	7.489	9.867	4.87	9.357	13.287	10.025	11.973	3.608	8.36	10.882	11.397	11.422	7.263	10.175	10.041	6.891	8.545	12.525	9.332	11.638	8.598	9.783	11.702	16.688	10.544	10.105	6.539	11.126	11.536	8.838	6.338	7.673	7.872	10.237
TKTL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS53	0	0	0.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.895	0	0	0	0	0
SLC7A11	5.235	0.063	0	0.555	0.6	0	3.809	0	0.035	0.054	0.674	0.368	0	0.173	0	0.171	0.476	0.066	0	0	0.165	0.675	0.158	1.201	0.345	0.453	0.432	0	0.86	0	0.229	0.24	1.331	0.089	0.448	0.019	0.37	0.031	0.046	0	0	0.733	1.199	0.044	1.19	3.044	0	0	0.037	0.554	0.446	0	0	1.774	1.515	0.686	0	1.853	2.263	1.47	0.349	0.095	0	2.086	0	1.272	0	0.621	0.153	0	1.335	1.563	0.274	0	0	0.188	0.143	0.435	0.326	1.999	4.856	0	0.065	0.41	2.31	1.1	0	3.362	4.762	3.365	0.098	3.177	0.157	0.387	0	0.476	0.304	0.472	0.843	0.05	0.246	1.079	0	0.321	0	0.102	0.195	0.303	1.831	0.743	0.369	0.931	0.182	0.084	0.214	0.538	0.754	1.043	0.083	0.957	0.464	0.733	0.061	0.642	1.706	2.339	0.275	0.619	0	0.508	0	0	0	0	0	0	0	0	0	0
NOCT	12.349	0.243	18.851	0.535	11.966	6.67	4.5	18.463	8.244	0	23.353	15.943	22.92	0	19.085	15.805	0	8.354	36.429	7.343	0	1.529	3.922	6.169	4.154	2.034	9.425	1.508	3.407	6.824	5.697	6.532	1.78	6.756	6.097	2.394	1.2	3.971	10.769	0	19.225	7.45	3.343	8.521	1.608	11.726	0.172	6.293	0	3.266	12.086	0.924	0	21.271	9.921	8.773	2.403	1.883	0.189	4.998	0.767	5.956	0	4.999	0.308	7.347	5.883	6.299	5.425	5.133	8.754	4.278	2.978	10.598	9.305	5.78	10.753	4.655	1.598	8.368	5.625	6.376	7.335	5.689	9.19	10.47	9.584	1.477	13.032	10.979	9.761	5.213	7.868	2.881	9.881	0.229	6.835	0.909	10.362	9.173	5.997	13.062	11.504	1.235	3.762	2.271	14.241	12.601	6.504	1.853	5.873	17.925	10.492	0	3.752	10.751	3.875	9.94	1.841	14.243	12.276	6.464	7.181	6.333	2.946	0	12.936	4.545	3.45	1.696	2.927	7.932	0	13.385	5.791	6.72	5.703	19.487	2.715	19.066
ENKUR	135.497	3.88	7.72	8.868	28.243	40.976	33.533	32.194	7.97	25.284	110.697	14.148	4.023	40.371	68.332	46.727	174.83	55.676	36.577	24.982	130.223	142.658	95.095	125.063	88.395	153.546	106.089	99.771	27.85	34.648	66.844	7.982	81.055	44.231	46.839	34.267	49.788	176.636	17.977	24.833	22.999	31.796	23.275	48.458	50.969	55.973	28.401	58.329	27.166	35.231	102.001	71.799	82.537	103.772	8.843	107.033	24.356	131.699	23.511	62.223	102.893	121.344	22.229	60.869	24.184	83.426	15.305	30.417	118.82	22.802	27.827	138.517	70.348	42.626	126.144	187.611	94.259	205.307	81.04	10.23	64.882	9.058	5.377	177.868	11.427	26.112	12.277	99.582	107.582	40.519	75.74	103.31	242.728	39.306	16.795	139.525	29.814	128.52	58.517	75.842	22.88	15.611	18.325	57.517	10.934	95.091	152.413	36.556	53.462	69.795	233.465	53.191	160.526	185.732	28.839	107.192	42.993	50.084	8.851	16.368	5.728	173.606	26.947	89.387	29.563	102.785	43.319	19.962	17.173	26.206	60.204	78.879	74.956	106.514	41.64	27.584	8.872	3.66	36.482	46.92
GPR158	0	0.076	0	0	0.461	0	0	0	0	0	0	0.056	0	0.978	0	0	0	0	0	0.708	0	1.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0.275	0	0	0	0	0	0.023	0	0.539	0	0	0.03	0	0	0	0	1.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0.059	0	0.054	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0.076	0	0	0	0	0.571	0.294	0	0.237	0.413	0.665	0	0	0	0	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D4	1.332	0.239	2.609	0	1.72	0	4.938	4.646	0.221	2.657	0.473	0.116	3.527	2.775	3.981	0.756	4.409	6.556	0	3.456	2.156	2.556	2.4	2.022	2.614	3.461	4.392	3.867	3.785	6.48	3.972	3.374	8.846	0.85	5.007	1.308	5.259	1.065	2.379	3.53	3.206	5.218	3.653	5.282	0.975	0.484	1.827	3.167	3.318	2.944	2.017	1.615	2.797	3.849	0.128	1.515	4.66	0.975	0.807	2.457	0.818	1.355	1.112	1.697	0.403	3.43	3.686	1.528	3.325	3.301	2.323	2.389	2.614	2.606	5.331	3.737	4.361	0.397	0.842	3.1	3.688	0.81	3.825	2.176	1.301	0.613	6.484	0.782	1.661	3.409	1.087	6.24	1.162	2.833	3.969	1.278	1.504	2.086	2.905	2.38	1.086	1.479	8.31	0.405	0.872	3.696	1.72	5.24	1.141	0.939	2.329	0.356	0.721	1.301	1.83	2.376	3.572	1.629	0.656	4.614	1.35	2.179	5.04	1.62	2.229	2.269	3.198	0	1.404	1.197	1.092	1.235	0.121	3.949	0	7.96	0.332	1.655	3.003	2.705
DCP1B	20.382	7.786	0	20.042	23.494	23.894	0	17.022	29.222	9.938	16.76	25.119	39.644	49.136	11.73	24.955	13.286	8.115	19.791	29.151	3.574	16.279	21.782	17.177	20.175	18.842	15.712	32.238	21.39	27.445	26.374	24.84	19.071	22.765	12.213	8.748	14.134	10.035	20.35	13.456	21.658	16.275	12.454	12.146	15.505	10.476	17.241	23.782	12.87	18.769	19.969	11.879	18.789	10.667	21.348	15.887	26.544	14.377	24.395	11.585	14.28	8.387	8.601	20.174	21.47	9.978	22.183	11.704	10.316	15.875	21.514	17.647	20.407	13.765	17.927	8.941	26.663	15.122	15.065	16.776	8.328	18.921	24.228	15.799	24.566	24.243	29.913	12.651	25.566	17.759	10.709	14.037	19.258	14.897	21.19	11.84	31.777	13.696	32.284	13.394	17.49	19.805	13.883	7.56	24.174	11.91	11.606	19.017	9.506	20.224	13.329	16.467	16.395	3.146	11.385	16.398	16.84	16.545	21.396	17.889	13.592	8.31	12	11.748	13.298	11.638	12.328	26.79	21.973	21.049	28.842	22.57	14.544	22.834	11.243	26.8	19.789	26.549	6.637	20.172
CACNA1C	0.717	0	3.459	0.07	0.385	0.055	0	0	0	1.635	0.057	0	1.165	0	0	1.122	1.002	0.697	0.873	1.555	0	0.381	0.548	0.034	0.577	0.241	0	0.105	0	0.411	0.273	1.107	0	0.555	0.404	1.445	0.354	0	0.184	0	0.062	0.021	0.01	0.63	0.105	0.228	1.158	0.022	0.583	2.594	0.763	0.636	2.147	0	0	0.198	1.837	0.156	0.422	0.044	0.251	1.052	0	0.14	1.471	0.219	0.045	0.595	0.649	0.414	0.219	1.184	0.277	0.499	0.113	0.558	0.126	0.183	0.015	0.307	0.018	0	0.535	1.968	1.041	0.703	0.401	0.908	0.042	0.108	0.534	0.119	0.453	0.169	0.409	0.271	0.179	0.26	0.565	1.152	0.31	0.233	0.32	1.058	0.06	0.564	0.172	0.26	0	0.077	0.571	0.527	0.642	0	0.036	0.031	0.698	0.929	0.808	1.087	0	0.418	0.481	0.061	0.297	4.824	0.792	0.149	0.094	0.103	0.146	0.494	2.733	0.304	4.305	0	1.712	1.271	0.727	0.95
THRB	3.105	2.995	6.695	0.122	0.144	11.326	0	2.469	2.437	3.512	5.825	0.243	0	7.374	0.264	8.194	1.186	1.618	0	0.645	1.986	5.549	2.885	3.228	3.224	1.946	4.704	1.721	2.939	0.913	4.268	2.723	4.064	1.418	2.278	1.474	0.137	5.316	4.049	2.988	0.493	1.182	1.744	1.926	7.25	3.827	1.253	2.092	2.032	2.653	5.759	3.603	1.195	1.582	2.709	4.501	3.794	5.001	2.379	1.559	5.913	4.44	2.323	7.316	1.264	4.371	1.856	4.803	3.339	2.434	3.807	2.134	3.685	5.595	3.588	7.075	3.682	14.898	1.837	4.413	4.607	0.673	1.37	15.443	2.854	5.947	1.327	4.201	4.352	2.827	2.466	6.933	7.165	2.268	8.005	6.076	3.567	1.906	3.021	5.366	1.333	1.383	0.93	4.512	2.095	5.398	4.92	1.945	2.51	1.865	9.688	1.538	8.532	4.04	2.486	4.454	4.865	1.786	5.373	3.367	1.454	3.741	1.586	3.914	5.588	2.884	2.929	2.827	2.227	1.995	2.604	4.708	6.619	2.445	2.579	4.568	9.849	2.328	2.453	2.342
NGLY1	15.326	34.336	4.283	50.006	18.309	26.266	8.414	19.687	15.282	25.068	7.717	14.118	21.242	26.061	18.088	19.954	9.745	13.78	11.663	35.105	12.125	22.483	20.236	14.533	16.765	21.647	17.618	14.858	25.162	18.472	15.252	21.63	17.474	14.593	21.949	15.096	15.648	18.004	19.379	17.015	22.518	19.622	15.847	17.735	25.484	21.472	13.826	14.51	16.818	22.461	27.66	7.618	9.853	18.844	34.634	20.568	16.5	18.361	40.741	13.778	15.233	11.259	18.636	16.966	23.724	14.998	14.517	32.358	18.869	19.891	27.705	14.773	20.773	12.501	17.731	19.629	20.564	12.71	23.183	19.555	15.776	29.769	20.13	18.774	33.964	25.041	16.283	8.336	24.894	24.478	18.696	13.36	17.551	21.573	18.924	16.973	27.282	25.381	18.435	20.461	21.168	21.284	14.482	15.057	26.295	15.164	18.541	19.651	17.687	13.044	18.289	13.559	18.662	11.096	19.21	24.813	15.512	28.685	22.917	18.873	23.553	14.293	20.656	11.428	15.722	12.984	25.544	15.616	17.136	17.812	12.991	13.657	19.368	18.544	11.877	13.044	24.039	19.282	17.213	23.506
OXSM	10.864	9.542	0	1.077	2.96	0.84	0.394	7.702	9.12	3.978	0.726	0.714	11.779	1.346	0	15.588	2.155	26.519	18.544	0.19	3.42	3.85	4.916	8.285	7.866	3.318	0.745	9.738	6.482	6.163	3.799	16.591	17.356	9.555	3.04	3.361	0.076	0.788	16.093	7.926	1.087	3.396	0.962	10.962	0.324	6.299	5.529	7.673	5.206	6.264	9.884	3.722	4.354	3.878	3.723	12.067	3.227	14.675	6.87	5.202	0.386	2.694	0	5.484	3.098	6.279	13.767	2.538	0	2.585	8.537	1.117	7.064	8.34	4.253	9.38	5.624	9.189	0.862	12.643	8.995	20.55	8.9	6.049	9.257	15.819	12.324	0.686	11.668	7.733	3.245	2.055	4.615	4.103	3.143	7.163	6.393	15.485	8.362	5.582	4.451	8.492	2.153	9.621	1.201	3.785	3.586	8.579	2.491	6.023	3.053	8.316	13.487	0	9.494	6.658	6.098	9.16	1.693	5.907	4.852	1.742	0.55	2.489	4.033	14.496	22.856	5.035	4.793	13.797	10.776	2.796	0	9.438	1.912	0	3.15	3.661	5.013	0
UEVLD	15.472	21.727	7.228	77.922	37.458	25.931	7.817	16.681	13.99	9.91	15.381	14.076	6.584	13.25	6.039	31.246	7.078	7.586	12.627	23.251	18.112	10.967	25.644	12.604	13.843	28.854	18.752	10.108	17.318	23.791	23.426	33.364	24.635	18.375	20.301	6.85	22.909	6.747	29.283	17.338	20.857	11.18	19.298	19.841	21.025	13.014	30.57	22.933	13.689	26.437	23.132	18.597	8.574	21.195	14.662	16.446	16.274	24.48	15.742	10.211	14.721	18.378	19.099	10.862	14.732	23.703	16.261	21.279	30.254	14.163	22.27	17.122	15.31	15.414	19.739	17.022	27.446	18.978	11.58	18.845	6.194	15.994	20.513	20.738	25.237	29.938	29.721	8.974	16.582	29.347	9.552	12.04	21.041	17.141	19.968	19.791	21.414	25.294	33.216	28.287	20.994	21.134	29.676	8.936	10.705	8.069	15.74	23.045	21.004	17.934	17.461	25.649	23.093	7.84	11.052	25.889	26.608	21.509	27.185	18.183	23.599	15.749	16.868	16.13	20.546	19.902	9.869	13.722	21.604	27.897	31.573	19.267	17.869	22.608	21.939	38.208	17.499	19.85	23.47	18.427
TMEM86A	2.306	0	0	0	0	0	0	0.11	0	0.245	3.658	0	0	2.761	3.754	0	0	0	0	0	0	2.616	0.772	1.669	0.147	0.114	1.854	1.204	1.341	1.111	1.942	0	2.227	2.296	0.472	1.156	5.354	1.491	3.385	2.2	1.712	1.064	2.677	0	0.237	0.461	0	0.033	5.041	1.816	0.033	2.045	0	0.966	0	1.893	1.418	0.292	0.112	0	2.604	1.076	0.4	1.317	0	0.131	2.859	0.892	0	0	0	0.935	1.361	0	0.831	1.374	2.278	1.483	0.168	1.877	0	0.047	2.706	1.399	2.3	0.809	4.212	0.871	1.472	0.536	0.336	0.936	0.051	0	0.395	0.677	0.749	0	0.7	0.338	4.47	1.542	0.06	0	1.462	0.416	1.548	0.62	0.054	0.099	1.453	0	0.531	0.443	0	2.303	1	0.998	1.134	0	3.485	2.955	1.244	3.008	1.694	0.972	2.378	0.134	0	5.697	2.204	2.458	0.801	1.475	3.305	4.867	0.38	0.119	0.067	0.066
