Gene.symbol	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
EMX2	0	2.657	0.582	0	0.137	0	0.43	0	0	0	0.142	0	0	0	4.06	0	0	0.225	0.202	5.221	0	0	1.023	5.017	0	0	0	0	0	1.347	2.83	0	0	0	0	0	0.117	0	2.695	0	0.088	0.171	0	0.08	0	0	0	0	0	0	6.044	0	0	0	0	0.12	0	0	0	0	0	0.203	0	0	1.668	0.395	0	0	0	0	0	0	0	4.761	5.298	0	0	0	0	0.535	0.396	0	0.138	0	0	0	0	12.789	0	0	0	0	0	0	0.218	0.149	0	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0
CST1	0	0	0	0	0	0	0	0	0	0	0	0	0.578	0	0	0	0	0	0	0.674	0	0	0	9.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232	0
SP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.548	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254	0	0	0.175	0	0	0	0	0	0	0	0	0	0	2.301	0	0.349	0	0	0	0.92	0	0	0	0	0	0	0	2.141	0	4.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCAF2	3.887	0.416	2.001	4.897	0.977	1.222	1.358	0	1.119	0	0	0.826	0.236	3.444	0	4.593	3.034	1.945	1.337	4.765	0	0	1.457	0.329	1.38	3.134	0.781	0.168	0.635	1.218	1.895	1.479	2.704	0.325	0.325	0.25	0.298	2.03	0.406	1.581	1.076	0.521	0.479	3.413	1.202	1.336	2.411	6.54	3.084	1.444	0	1.227	5.751	1.407	2.371	1.278	0	0.521	0	2.505	1.346	3.727	1.303	1.671	0	10.146	1.078	0.135	0	6.358	8.202	0	5.197	0.269	4.871	0	2.99	0	0	0.091	0.907	1.131	1.263	0.186	1.785	0	1.015	0.56	1.851	0.401	2.065	1.976	1.009	0.706	2.386	1.216	1.2	1.634	0	0.353	0.052	1.263	0	2.11	4.329	0.432	0	0.383	3.06	1.201	0.725	1.799
SEMA3E	0	0	0	0	0.159	0	0	0	0	0	0	1.257	0.12	0	0	0	0	0	0.157	2.022	0.071	0	0	0	0	0	0.066	0	0	0	0	0.054	0	0	0	0	0	0	0	0	0	0.033	0	0	0	2.526	0	0	0	0	0	0	0	0.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0.183	0.207	0	0	0	0.071	0	0	0	0	0.616	0	0	0	0	0.134	0	0	0	0	0.047	0	0	0	0	0.165	0	0.037	0	0	0	0	0	0
LRRN2	0	1.173	0	2.544	1.574	0	0	0	0	0	0	0	0	0	0	0.632	0	0.258	0	1.861	0.105	0	1.997	0.465	0	0	0.881	0.189	0	0.344	1.881	0	0	0	1.027	0.212	0.134	0	0.86	0.246	1.416	0	0	0	0	6.114	0	9.243	0	0.244	0	0	1.596	0	0	0	0	0.147	0	0	0	0.234	0	0	0	0.907	0.507	0	0	0	0	0	0	0	3.14	0	0	0.62	0	0.102	0	0	0	0.21	1.051	3.063	0	0.711	0.457	0.181	0	0	0	0.133	0	1.029	0	0	0	0	0.059	1.484	0	0.671	0	0	0	0	0.31	0	2.275	0
SLC30A1	4.689	4.506	13.446	15.088	15.685	8.644	23.025	29.148	15.763	11.441	15.338	31.923	26.891	3.902	12.871	9.663	24.315	12.59	9.877	12.338	16.373	10.715	19.867	7.619	6.968	11.48	11.381	10.514	15.709	9.896	6.39	3.628	11.705	22.814	5.327	11.853	18.186	5.242	25.694	15.063	7.665	12.955	6.787	25.881	9.118	15.193	14.776	7.965	9.278	15.475	11.542	6.276	24.555	10.544	16.81	15.033	25.202	10.53	9.96	17.135	11.98	12.122	13.176	2.347	6.247	16.701	13.778	6.813	13.923	10.765	20.951	14.371	22.126	21.751	22.1	21.554	14.802	9.647	21.027	11.686	8.85	10.155	14.291	13.498	15.992	8.123	9.827	7.048	9.886	8.545	17.495	7.405	5.56	9.504	23.907	16.735	8.047	9.872	6.967	6.44	10.788	7.887	31.84	7.475	15.523	9.734	9.44	14.4	9.662	7.938	14.311	3.104
DCLK2	5.901	1.013	2.474	0.448	0.971	0.708	0	0	0	3.321	7.503	3.095	0.328	1.855	0	0	0.516	0	0.716	3.825	5.448	0	13.761	2.751	0	5.815	2.415	0.35	10.605	0.636	0	2.45	0.875	4.067	2.08	3.913	2.567	0	3.11	1.972	0	7.608	4.852	14.474	2.601	2.39	2.433	12.656	0	0.201	0.876	4.853	15.105	3.916	0.733	3.853	2.34	0.725	0	0	2.248	3.602	1.484	6.199	0	2.516	9.875	0.942	0.517	0.136	0	2.763	1.972	0	3.026	0	0.594	1.783	1.227	1.894	4.628	0	0.098	1.811	4.535	0	2.053	2.143	1.288	0.223	6.049	1.257	2.23	1.555	1.313	1.904	17.079	4.693	1.294	0	7.171	0.146	0	3.839	2.573	2.541	0	3.02	2.679	0	0.044	7.686
ZNF804A	0	0	0.202	2.199	0.381	2.016	6.698	0.888	0	0	0	0	0	0.91	0	0.051	5.708	1.562	0.702	3.128	0	3.124	0	0.112	2.12	1.756	0.355	0.229	0	0	0.414	0	2.232	4.168	1.775	0.512	2.113	0	2.774	4.391	1.898	2.962	0.119	0	1.944	0	0.452	0	0	0	4.678	0	6.844	2.305	1.529	0.997	0	0	7.375	0	1.103	0	1.941	2.889	0	0	1.349	0.37	2.03	0.134	0	5.053	6.064	0	3.326	0	0.933	0.375	0.657	1.611	1.514	0.386	0.383	0.254	0.318	0	0.504	3.154	0	0.657	2.3	0	0	0.883	4.697	0	3.054	0	0.592	1.378	0.355	0.144	1.421	0.517	0.123	0.459	6.439	1.743	2.253	0	0.731	1.25
GPRC5C	0	0.666	1.78	0	0.112	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0.494	3.595	1.045	0	0	0.989	0	0	0.208	0	0.445	1.036	0	0.733	0	0	0	0.951	0	0.375	0	0	0	1.285	0	0	0	0	0	0	0.431	0	0	2.301	0	0	0	0	0	0	3.46	0	0	0	0	0	3.301	0	0.216	0.217	0.149	0	0	0	1.589	0	0	1.197	0.205	0	0.321	0	0.081	0.755	0	0	0.062	1.268	0	2.858	1.25	0	1.001	0	0	0.188	0	0.122	1.354	0.464	0.198	0	0	0.379	0.076	0	0.217	0	2.284	0	0.358	0	0.025	0
TMEM182	1.492	0.11	1.173	2.993	0.295	1.881	0	0	0.652	0.906	0.649	2.55	1.412	0	1.134	0.394	3.951	1.087	0.869	3.966	0.394	0.093	0	1.652	0.911	1.273	1.466	1.595	0	0	0	3.197	0.597	0	0.343	2.045	0	0.22	0	0.748	1.231	0	4.141	0.558	1.55	0	0	0	0.757	0.038	0	0	4.058	1.089	1.599	0.996	0	0.963	2.566	0.974	0.711	0	0.875	0	1.152	0	1.328	0	1.079	2.375	0	1.81	0	1.042	0	0	3.156	0	0.508	1.437	0.213	1.791	0	0.196	0.819	0	0.487	0	1.221	0.508	0.803	0	0	0	0.762	0.401	0.23	0	0	0	0.055	0	0	0.057	1.095	1.37	0	1.078	1.198	0	1.53	0.666
VSTM2A	0	0	0	0	0	0	1.411	0.186	0	0	0	0	0	0	0	0.842	3.404	0	0	2.264	0	0.189	3.131	0	0.278	0.259	0	0	0	0	0	0.303	0	0	0	1.007	1.151	0	0	0	0	0	0	0	0	0	0	0	0.077	0.039	0	0	0.198	0.202	0	0.359	0	0.84	0	0	0	0	0.127	0	0	0.216	1.544	0	0	0	0	0	0.203	0	0	1.437	0	0.787	0	0	0	0	2.562	0	0.083	0	0	0.15	0	0	0	0.061	0	0	0	0	0	0	0.2	0.054	0.168	0	0.051	0	0.581	0.052	0	0.137	0	0	0.034	0
KRT8	4.169	1.937	1724.029	3.241	3.899	0	11.627	3.232	1.042	2.119	6.101	0.207	3.004	1.449	2.002	5.843	6.814	4.262	2.491	8.364	41.071	0.082	12.314	17.186	3.696	3.443	3.88	2.892	2.514	0.426	2.4	4.132	0.117	11.071	1.513	2.445	1.275	12.801	5.725	0.152	6.808	26.311	7.064	1.211	6.756	0	1.321	4.446	3.306	4.675	4.005	7.64	6.359	5.33	0.307	6.915	0.157	2.064	10.439	4.053	3.511	8.872	2.869	6.847	12.763	8.421	4.602	0.63	2.423	1.64	1.823	11.181	10.473	3.845	7.94	9.819	3.342	1.876	6.646	5.155	3.098	0.527	0.327	3.464	2.747	10.115	5.154	79.666	8.996	4.108	16.145	0.736	7.022	31.449	0.672	2.833	1.575	4.81	22.284	3.995	3.443	8.235	10.088	3.931	4.578	1.925	5.88	2.656	0.384	17.531	2.171	0.235
KRT78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2B	3.551	2.09	0	0	3.331	0	5.832	0.981	6.59	0.281	0	0	16.797	0.837	0	2.439	16.178	3.161	1.809	5.525	3.045	0	4.185	0	3.467	0	0.436	1.054	4.189	1.531	9.522	0.531	0	0.163	1.47	4.082	0	0	1.914	0	6.422	0.327	4.709	0	0	0	1.544	0	0	0	0	0.162	1.622	0.707	0	8.867	0	0	1.357	0	0	0	4.464	0.56	0.305	0	0	9.52	4.435	0	0	2.948	0.237	1.127	0	0.198	2.79	0	1.813	4.103	2.532	6.395	0	7.241	2.34	0	5.561	0	0.291	1.41	0	0	3.43	1.921	0.279	2.101	0	0.662	4.204	0	3.793	2.38	0	1.903	0.566	1.449	0	15.075	0	0	0	0
SDR9C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGMT	11.461	0.375	19.091	27.515	13.075	21.008	28.016	10.003	13.137	13.709	6.977	16.777	15.164	8.007	12.66	23.079	24.844	14.016	10.937	21.63	14.446	5.074	7.878	16.474	16.008	9.413	12.979	10.283	10.014	11.663	7.922	22.078	6.911	33.119	22.485	7.319	18.122	16.791	11.167	15.323	5.009	22.361	8.246	17.279	20.927	32.253	8.346	40.97	27.005	28.759	42.581	27.115	2.438	13.353	30.498	18.037	1.515	16.205	21.898	16.155	20.134	32.087	1.708	6.221	13.765	28.055	36.256	13.411	11.55	13.923	15.282	21.304	13.961	20.375	7.523	31.894	18.777	0.825	7.367	6.866	14.164	19.365	7.963	6.198	14.263	16.985	4.653	15.638	7.295	7.225	25.847	24.826	11.124	11.129	11.497	8.767	9.141	18.515	1.899	7.638	15.852	12.328	22.497	5.556	22.914	11.256	28.028	12.805	27.074	17.88	11.636	31.905
METTL7B	0	0	0.315	0	0	0	0	12.367	0	0	7.084	0	0.335	0	1.055	0	0	0	0	3.12	2.38	0	0	0	0	0	3.324	1.429	0.676	0	0	7.792	0	3.317	0	5.053	0	0	0	0.464	0.572	7.017	0.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.773	1.149	0	0	0	3.529	1.422	0	0	0	0	2.767	0	0	0.384	0	0	0	0	0	0	3.753	1.931	0	4.413	0	0	0	6.098	1.57	5.064	0	0	1.85	0	3.031	0	0	0	0	0	0.264	0	0	0	0	0	0.384	0	0	0	2.341	0	0.134	0
KRT86	0	1.671	1.19	0	0	4.362	0	0	0	0	0	7.997	0	0	0.885	0	0	0	1.102	11.04	0	0	0	0	0	0	0	0	0	0.815	2.232	0	2.357	0	0.522	1.171	0	6.272	0	0	0	0	0	16.318	3.097	0	1.645	0	0	6.671	7.955	17.377	0	1.005	0	0	0	8.375	0	6.707	0.721	0	0	0	0	0	0	0	0	0	0	0.483	7.589	8.65	0	0	0.229	0.49	0	0	0.27	0	10.329	0	0	0	0	0.375	0	1.288	0	0	0	3.307	0	0	3.797	0	0	0	0.139	4.086	0	0	0	0	0	0.57	0.828	0.284	0	0
HARS	16.536	6.96	19.773	18.195	10.649	24.765	9.401	14.725	33.183	19.815	28.826	22.33	14.829	6.075	12.615	35.262	17.306	15.871	6.969	27.297	21.38	21.402	7.476	21.378	14.783	17.382	12.537	6.987	10.432	13.983	12.93	8.449	19.807	23.695	19.308	13.821	19.428	22.859	20.232	16.506	7.722	12.82	7.719	30.079	20.084	3.084	20.291	15.95	18.874	22.929	20.086	28.332	31.321	13.627	24.725	23.019	4.392	9.467	20.939	17.54	12.086	16.9	9.668	17.089	19.001	14.183	21.554	8.946	9.781	9.499	5.933	16.426	28.07	19.63	11.359	35.827	17.15	1.195	11.254	9.923	11.433	17.696	16.202	6.07	11.464	36.683	7.076	18.394	14.019	10.93	13.836	19.955	16.811	14.258	8.559	16.071	25.733	22.665	4.805	14.621	12.109	11.898	10.846	8.433	14.979	12.197	28.308	9.968	17.623	14.785	18.589	31.478
NFXL1	17.847	14.569	21.286	8.841	21.641	26.344	11.394	1.798	17.258	15.353	11.328	17.396	7.982	10.956	13.823	5.871	10.119	11.445	19.264	26.457	18.122	39.62	13.838	17.896	18.493	16.197	25.678	7.198	9.873	22.53	15.277	19.225	41.879	23.302	26.291	17.149	15.907	14.287	28.971	12.7	15.511	20.653	4.361	11.325	29.894	37.423	11.147	0	20.756	12.594	2.898	11.585	17.889	13.274	15.721	16.091	8.172	25.523	22.003	29.587	17.318	29.893	11.683	16.397	26.171	10.481	13.353	15.667	15.27	14.54	34.769	15.222	10.399	14.624	29.093	31.935	7.448	8.767	16.043	9.078	14.117	20.482	13.134	8.372	15.418	27.379	8.569	13.006	16.45	15.36	29.202	8.313	12.642	21.272	29.344	24.233	22.221	13.482	8.859	35.273	2.158	13.24	10.681	15.775	19.595	17.309	32.942	15.572	18.184	17.919	19.002	8.166
KRT75	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0.315	0	1.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND5B	3.738	5.069	14.443	14.021	12.653	23.283	11.343	0.762	11.979	11.645	14.109	7.203	15.422	3.84	8.291	19.977	24.606	11.992	16.849	20.304	16.535	10.522	1.711	15.217	4.204	27.462	11.41	10.558	19.121	6.084	4.596	7.462	13.147	10.895	8.066	6.941	19.493	5.133	14.019	22.025	8.233	18.565	12.794	20.977	10.288	4.455	7.232	7.625	18.489	22.653	13.332	19.489	7.441	6.326	25.416	8.949	29.828	20.459	15.228	26.599	11.901	13.964	11.882	9.72	10.994	16.792	9.977	13.113	9.634	11.917	13.098	34.574	14.778	9.765	18.337	19.482	13.457	7.419	8.996	11.414	10.28	7.265	23.612	4.373	8.224	25.812	4.024	15.032	13.896	10.044	14.349	15.583	11.235	19.301	8.678	5.084	22.164	8.779	2.704	9.552	3.599	7.695	12.784	8.983	11.321	7.053	21.466	8.151	12.509	22.513	13.585	15.579
CD14	11.609	26.508	9.82	19.268	14.464	11.938	86.923	65.882	28.315	14.955	26.932	22.57	30.738	4.908	26.404	44.416	43.993	32.265	11.887	19.307	19.325	3.589	34.314	26.592	26.381	9.286	13.567	23.672	5.666	20.443	7.213	37.332	55.339	18.761	59.635	23.784	11.528	18.576	9.84	31.862	19.657	37.159	14.515	20.16	22.985	6.096	0	11.75	34.238	16.198	57.023	11.193	75.136	26.777	35.138	7.962	40.003	22.146	23.862	36.292	15.555	12.314	22.543	6.813	18.543	33.453	31.137	15.176	29.991	28.917	63.661	19.323	26.651	28.973	12.711	32.616	18.287	31.112	19.344	30.833	17.124	18.902	26.221	11.69	8.966	17.427	14.417	31.872	17.099	16.624	34.345	19.765	17.348	35.982	89.565	14.727	26.323	37.069	10.952	16.807	10.791	23.608	32.626	4.964	85.358	28.741	48.466	8.532	21.266	22.441	19.805	6.436
DNAJC18	2.556	1.333	2.411	1.97	3.096	0.502	4.147	1.796	0	1.765	9.814	5.014	0.078	0.548	1.875	6.15	0.698	1.015	3.044	5.332	6.527	0.781	0.616	0.325	2.467	6.261	3.766	1.407	2.349	0.676	0.374	3.611	3.286	0.576	1.282	3.02	4.108	12.014	4.909	1.828	6.235	2.482	2.364	0.521	1.536	11.743	5.827	5.226	2.369	4.63	0.069	6.019	3.245	0.463	2.793	0.9	0	3.985	3.995	0.52	0.531	3.267	1.402	4.943	0.717	0.991	3.544	1.335	1.099	2.604	12.04	2.314	3.448	3.098	7.034	1.241	1.432	1.806	0.553	1.074	3.28	0.837	0.83	1.375	0.23	0	0.728	3.52	3.365	2.135	1.715	0.056	0.117	2.494	2.079	1.275	6.186	0.987	0.428	6.37	0.667	1.09	4.244	1.921	2.313	1.374	0	4.155	5.9	2.577	0.28	0
KRT6C	1.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIOX1	9.324	12.349	12.512	30.772	10.678	13.971	20.802	0.916	55.065	25.291	12.795	19.537	11.207	11.139	24.863	19.017	42.431	19.016	16.83	18.134	5.904	19.736	7.416	17.605	13.201	20.358	8.931	5.315	17.806	11.453	12.2	7.804	12.608	10.625	20.408	16.159	8.637	10.165	27.612	6.76	25.202	20.151	27.486	14.581	19.021	10.574	21.202	8.925	8.325	32.396	44.553	26.67	41.787	7.425	14.945	8.51	0.887	22.354	9.264	43.139	11.012	4.644	2.501	14.694	28.156	24.385	30.339	20.353	9.805	10.065	66.152	7.621	5.734	34.1	4.59	8.718	14.425	3.382	11.212	10.773	8.775	22.387	0.37	4.17	10.238	21.888	9.491	10.896	10.072	10.157	13.62	33.077	4.856	17.073	32.649	4.614	2.591	13.904	5.233	6.258	7.28	15.137	0.499	10.278	14.873	16.357	15.655	7.972	30.755	15.747	17.29	35.395
SPATA24	15.676	1.107	6.31	13.377	0	4.065	0	9.235	13.347	15.287	0	16.409	0	4.14	11.88	3.976	42.532	15.223	0.548	16.585	6.451	18.737	0	10.523	0.459	0	3.696	0	10.566	6.486	5.246	7.122	5.02	8.644	7.958	6.32	11.405	0.554	0	10.156	16.232	17.786	9.049	33.527	4.974	0	0	0	7.062	2.691	0	20.8	42.561	0.999	0.351	2.429	0	36.079	10.782	18.248	6.45	16.534	5.675	0.593	12.91	2.674	7.173	0.72	10.88	0	36.217	6.246	0	40.608	2.315	0	0.909	0	3.414	0.483	3.219	9.535	0	3.464	5.783	3.613	2.946	9.687	2.771	2.135	0	10.821	11.692	7.515	10.338	6.88	0	3.086	0.99	0	18.567	0	0	13.824	0.72	2.302	10.932	3.851	5.857	0	8.72	1.344
RALGAPB	26.415	15.144	27.666	26.413	19.611	30.635	25.954	20.771	27.79	26.055	19.131	35.211	18.635	13.696	31.829	22.867	36.003	21.821	17.642	30.404	18.351	16.608	19.752	28.375	20.393	38.001	23.16	12.433	21.388	22.716	20.728	25.08	23.668	29.953	22.686	22.51	25.573	25.725	21.983	27.13	14.469	22.124	13.71	18.863	28.875	15.393	20.071	25.302	35.107	30.009	35.524	20.839	24.4	29.078	26.362	18.308	51.019	31.079	16.373	33.713	19.329	26.421	22.357	15.426	33.097	29.762	25.703	19.155	17.203	26.945	62.887	20.239	22.722	31.599	24.007	24.027	25.438	11.798	13.87	17.4	28.428	21.905	17.936	12.358	15.433	23.53	9.592	17.826	18.837	16.275	24.011	34.549	16.443	26.352	26.715	16.702	19.317	31.092	9.716	27.805	17.854	15.193	10.581	16.249	23.13	15.505	21.051	19.906	27.265	21.911	19.738	27.574
PYM1	24.284	8.796	32.114	47.512	27.292	30.815	68.182	45.736	20.39	15.673	33.954	27.716	48.644	17.91	48.279	51.421	55.331	41.118	28.278	31.726	18.479	28.374	24.762	28.519	22.113	65.634	27.066	7.985	27.907	28.377	25.443	37.41	52.012	23.174	35.386	28.573	35.705	33.985	50.884	14.839	23.94	42.662	38.936	37.48	66.919	27.336	22.111	39.732	32.409	49.533	56.083	56.586	36.736	30.494	48.911	17.531	33.778	33.07	36.045	25.786	38.784	42.687	14.402	21.783	27.882	30.531	57.929	18.956	28.236	20.939	2.71	36.258	20.478	53.132	53.336	57.179	37.927	7.501	23.308	20.863	32.495	31.145	27.438	14.743	23.587	20.529	17.063	31.263	43.716	25.223	24.557	45.817	25.259	40.888	51.767	19.692	22.491	65.319	11.63	34.545	19.95	27.68	12.5	22.735	21.453	22.099	22.214	21.37	41.438	54.599	46.459	75.661
MZB1	0.664	2.933	5.223	0	0.393	9.331	0	0	0.435	0.631	5.102	2.061	34.598	1.253	4.661	4.949	15.875	7.096	0	10.335	4.732	0.993	8.219	0	4.864	6.798	4.894	1.183	2.239	3.435	2.137	0.397	6.914	8.608	1.649	0	2.014	1.615	0.43	0	9.23	6.485	8.603	0	0.251	13.452	5.064	42.071	9.908	3.869	31.543	12.293	10.492	5.554	2.786	0.257	0	7.35	22.845	10.41	1.518	5.839	24.718	0.942	5.129	46.735	2.533	6.105	16.241	0.276	0	11.452	11.19	3.543	10.792	0	4.576	3.356	2.713	9.722	0.568	1.861	1.187	3.146	12.691	6.805	2.341	9.276	3.588	2.261	12.563	0	0	8.957	10.326	0	2.461	6.389	0.874	0.142	1.028	1.484	0	2.898	8.901	1.084	0	2.28	15.706	3.087	9.238	5.607
KRT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128	0	0.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348	0	0	0.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513	0	0.321	0.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT74	0	0	0	0	0	0	0	0	0	1.6	0	0	0	0.953	0	0	0	0	0	3.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPAS2	1.209	2.615	1.407	0	1.647	0.888	2.877	2.27	4.157	0.421	0.111	0.929	0.928	0.057	2.078	1.935	0	1.878	1.425	3.62	4.688	1.671	2.617	3.677	0.177	4.247	1.603	0.258	1.955	1.172	2.178	0.072	0	0	1.101	2.212	0.916	1.496	3.441	0.028	0	3.807	1.722	2.502	0.068	3.055	0.776	0	0.809	1.019	0.592	4.043	0	0.337	1.994	0.874	1.294	0.201	0.693	1.488	1.243	1.222	1.094	3.143	1.618	5.773	1.475	0.555	1.573	1.104	0	4.122	0	0	0.402	0.767	1.709	0	1.687	0.279	0.672	1.258	2.447	0.286	0.995	3.947	0.426	3.663	2.226	0.741	2.676	1.709	0.457	3.622	1.68	0.429	1.903	2.569	0.89	2.305	0.16	1.431	1.407	1.61	2.499	0.296	6.127	0.197	1.447	2.392	0.63	2.786
KRT72	7.36	2.476	0	0	0	0	0	0	0	0	0	0	0.234	4.958	0	0	1.103	0	0	15.814	0	0	0	0	0	0	0	0	0	0	0	0	2.058	2.706	0.193	3.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.402	0	0	0	0.634	0	0	0	0	0	0	0	0	0	0	0	0.403	0	0	0	0	0	0	0	0	0	0	1.67	0	2.099	0	0	0	0	0	0	0.208	0	0	0	0	0	0	0	2.262	0	0	0.738	0.601	0	0	2.533	0	0	0.715	0	0	0	0	1.781	0
KISS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LONRF2	0	0	0.034	0.356	0	0	0	0.02	0	0	0	0	0	0	0	0	0.016	0	0	2.951	0	0.081	0	0	0.198	0	0	0	0	0	0	0.032	0	0	0	0	0	0.096	0	0	0	0	0	0	0	0	0	1.193	0.61	0	0	0	0.538	0.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0.071	0	0	0	0.186	0	0	0	0	0.325	0	0	0	0	0	0	0	0.024	0.152	0	0	0	0	0	0	0.504	0	0
