Gene.symbol	GBM01	GBM02	GBM03	GBM04	GBM05	GBM06	GBM07	GBM08	GBM09	GBM10	GBM11	GBM12	GBM13
C9orf50	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP42	2.68	4.187	0	0	2.383	0	0	0	0	0	0	0	6.029
AC020907.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC89	0	0	0	0	0	0	0	0	41.649	0	0	0	0
C9orf106	0.566	1.179	0.486	0.645	6.038	0	0	0	0	0	0	0	0
FAM133A	0	0	4.516	0	5.617	0	2.377	0.561	0	0	0	0	2.368
DPM3	0	53.634	0	0	0	32.263	12.922	0	0	124.315	0	0	0
C12orf42	13.078	18.919	0.312	21.94	31.017	1.862	0	0.194	0	0	0	0	0
CYC1	59.461	140.761	0	6.16	205.128	0	0	0	29.776	0	0	0	0
PER1	16.264	3.176	0.218	4.344	0	0.13	0	0.271	0	0	2.778	0.456	0
HTR1F	0	4.722	0	0	0	0	0	0	0	0	0	0	0
TMTC2	3.207	5.79	0.367	1.462	14.451	0.11	0	0	3.533	0	0	0.192	0
HES7	0	0	1.635	1.085	0	0	0	0	0	0	0	0	0
FARSA	13.884	80.68	1.254	4.996	31.196	0.375	0	0.389	0	1.985	0	45.857	0
SPTY2D1	8.593	12.963	0.763	9.454	7.379	0	0	0	48.966	0.805	0	0	0
C10orf67	1.001	7.823	0	21.397	24.049	0.257	0	0.667	4.137	0	0	0	0
SAMD4B	5.079	14.722	0.758	2.265	32.212	6.453	0.998	0	0	0	1.207	0.396	0
LINC00670	4.174	2.174	0.896	4.162	1.856	0.267	0	0	0	0	0	0	0
MTUS2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMAP7	53.833	241.998	525.196	30.672	216.716	0	0	2135.541	0	30.782	325.282	544.848	0
ALOXE3	0	0.986	0.406	0	0	0	0	0	0	0	0	0	0
EDC3	23.362	13.801	0	4.371	28.531	0	0	0	0	90.916	0	0	0
TCAIM	7.123	8.479	0.175	9.972	2.896	0.939	0	0	0	0	1.113	0	0
FUCA1	0	0	0	18.819	0	48.126	3.927	0	0	0	0	0	0
PXT1	7.597	0	1.449	1.924	18.017	0	3.813	0	0	0	0	0.757	7.596
GGN	0	0	0.624	0	2.587	0	0	0.387	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM125	0	1.743	0	0	0	0.429	0	0	0	0	0	0	0
ZNF664	3.368	42.68	0	6.396	9.984	0	1.268	0.15	0	0	3.069	0	1.263
SIGLECL1	0	1.577	0	0	0	0	0	0	0	0	0	0	0
CALR	2.622	4.097	3.376	5.23	4.665	0	2.962	0	21.668	0	35.842	0	0
LINC00311	0	23.67	0	2.589	60.633	0	0	0	0	0	0	0	0
MAGED1	0.296	0.616	6.345	0	0	0	0	0	14.663	1.607	0	0	0
GVQW3	14.271	16.554	0.139	6.837	23.654	1.663	0	0	0	0	0	0	0.73
LDLRAD3	4.278	6.482	0	3.102	17.987	0.199	0	0	0	0	2.126	0	0
CDH4	0.484	8.572	0.415	4.689	2.583	0	0	0	4	0	0	0	0
AL162457.1	0	1.853	3.817	0	3.165	0	0	2.844	0	2.416	0	0	0
SMCO3	0	0	2.177	0	0	0	0	0	0	0	0	0	0
RAD23A	56.671	0	0	0	41.356	166.491	288.815	48.006	12.007	0	3.972	57.319	0
PCARE	0.245	0	0	0	24.37	0	0	0	0	0	0	0	0
GADD45GIP1	23.964	0	0	0	7.105	47.092	0	0	0	0	0	0	0
DAND5	49.005	35.267	0	14.214	114.113	0	0	0	0	0	0	1.598	0
TMEM151A	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN11	10.894	83.919	10.654	4.331	54.08	0.13	86.979	3.51	8.374	7.569	2.77	2.498	1.14
NSUN7	3.011	0	0.323	5.146	65.604	71.383	1.7	0	0	0	2.057	0.337	0
RTL3	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM156B	0	0	0	0	0	0	0	0	0	0	0	0	0
WSCD1	0	0	0	4.262	9.758	0	1.126	0.266	0	0	1.363	0	0
RAB39A	0.972	0	0	1.108	0	0	0	0	0	0	5.316	0	0
CLK3	13.23	23.753	0.523	4.959	9.909	0.134	0.393	33.996	2.877	0.946	0.952	0	0
HLA-DQB1	32.655	65.759	16.191	6.202	18.071	89.096	0	79.268	0	0.985	164.637	69.935	124.081
GATA2	0.399	2.494	0	2.274	0	0	0	0	0	0	0	0	0
ARID3B	49.84	6.564	0.246	36.556	0	0	0	0	0	0	0	35.437	0
TMEM31	0	25.458	0	0	34.781	1.253	0	0	0	0	0	0	0
PACS2	0.72	0.6	0.494	0.164	0.512	0	0	0	2.378	0	0	2.452	0
ELMOD2	1.879	6.712	0.922	4.589	0.955	0.138	0	0	0	0	2.936	0	0
EGR3	5.864	4.581	0.944	0	9.127	0	0	0	0	0	0	0.657	0
CATSPERE	0.821	12.832	0	6.551	0	0	0	0	0	0	0	0	0
GPC5	0	102.499	0	14.875	23.22	0	0	0	0	0	0	0.9	0
VWA1	0.703	0.732	0.301	0.4	1.25	0	0	1.123	11.611	0	59.536	2.52	28.453
LINC00174	5.955	8.162	0	4.286	35.124	0.643	0	0	5.18	0	0	0.14	0
DNAJB8	0	2.034	0.838	0	1.737	0	0	0	0	0	0	0	0
GEMIN4	0	0	0	0	2.201	0	0	10.881	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073072.1	0	0	0	0	0	0	0	38.926	0	0	0	0	0
FJX1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL049647.1	5.968	2.072	0	0	31.845	0	0	0	0	0	0	0	0
LINC01699	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL28	16.084	57.831	1.891	10.544	166.953	5.76	1.99	0	3.641	1.795	0	0	0
MKRN3	0.31	16.805	0	3.182	15.453	0	0	0	0	0.843	0	0	0
ZBTB18	13.666	8.541	0	10.901	35.654	0	0	0.485	0	0	0	0.408	0
OR9A2	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf28	0	0	0	0	0	0.236	0	0	7.61	0	0	0	0
ALOX12B	3.24	6.749	0	0	2.305	0.332	0	0	0	0	7.085	1.162	0
SLC17A8	11.246	0.868	0	5.695	29.635	0.214	0	0	0	0	0	0	0
EIF3J-DT	9.618	23.376	0	31.053	41.821	11.231	0	0	0	0	0	0	0
SHARPIN	62.018	117.208	0	25.499	0	49.82	0	0	0	0	0	19.488	0
LBX2	17.13	0	0	0.849	0	0	0	0.397	0	0	0	0	0
DNHD1	0.091	0.189	0	0	1.612	0	0	0	0	0	0.496	0.081	0
SLITRK4	0.599	0	0.685	0.227	0	0.102	0	0.213	13.195	1.084	0	0.358	2.695
HTR1D	27.616	3.922	0	1.43	0	0.322	0	0	0	0	0	0	0
GCC1	68.504	5.203	1.531	2.033	0	0	0	0	0	0	0	0	0
LSMEM2	0	0	0	0	0	0.611	0	1.904	0	0	0	0	0
AP003471.1	0.895	1.864	0	12.233	6.365	0	0	0	0	0	0	0	0
RNF151	0	0	0	0	0	0	0	0	0	0	0	0	0
CIITA	3.772	3.393	0.294	1.856	5.184	0.088	0	0.137	1.417	0	0.469	0.077	0
ZFPM1	4.659	0	0	0.332	0	0	0	1.086	0	0	1.592	0.261	0
ALOX15B	6.464	1.224	0	0.67	2.091	0	2.654	0	0	0	0	0	0
PLD6	0	0	0	0	2.473	0	0	0	0	0	0	0	0
GPHB5	0	0	0	0	163.207	0	0	0	0	0	0	0	0
GRM8	0	7.463	0.236	0	29.41	0	0	0	0	0	0	0	0
CDC42EP4	13.149	0	0.305	0.81	0	0	3.211	0	0	0	3.886	1.912	0
OR2AP1	25.288	0	0	0	4.089	0	0	0	0	0	0	0	0
OR6C4	0.691	0.72	0.889	0.394	0	0	1.56	0.368	0	0	0	0.31	0
ZBTB42	0	0	0	0	0	0.234	0	0.486	0	0	0	0	0
LACC1	0.391	4.073	0	0	0	0.401	0	0	0	0	0	0	0
MAF1	86.085	102.921	1.927	67.386	10.652	191.489	0	47.865	222.665	0	0	0	0
TPPP2	0	0	0	0	0	0	0	0	0	0	0	0	0
FCER1A	0	0	0	15.663	0	0	0	0	0	0	584.484	0	329.881
RPRML	0	0	0	0	0	0	0	0	26.902	0	0	0	0
ARL14	0	0	0	3.134	0	0	0	0	0	0	0	0	0
LINC00305	22.349	0	1.475	0	0	0	0	0	0	0	0	0	0
OR6C2	0	3.51	0.723	14.4	0	0	0	0	0	0	0	0	0
WDR97	0.198	5.787	0.17	0.226	7.765	0.102	0	0.106	0	0	0	0	0
NLRP8	0.452	0.942	0	0.515	4.827	0	0	0	0	0	0	0	0
PCED1B	0.68	24.07	0	0	116.06	0	0	0	0	0	0	50.573	3.058
FLJ37453	35.975	0	0	2.46	20.478	12.172	0	0	0	0	0	17.416	0
APOBEC3B	0.938	0	0	0	0	5.773	0	30.004	0	0	0	0.841	0
SYCN	0	0	0	0	0	0	0	0	0	0	0	0	0
AC135776.1	0	0	0	0	0	0	0	0	0	0	0	0	0
PIPOX	2.63	37.441	1.129	7.493	45.226	0	0	0	14.488	0	0	0	0
FOXS1	0	0	0	0	0	0	0	0	0	0	22.125	0	0
ATOH7	0	2.505	1.032	0	17.108	0.616	0	0	0	0	0	0	0
CDH5	0.293	0	1.004	2.667	35.387	0.15	1.322	0.468	0	0	4.798	0.787	0
LRRC3B	2.992	1.247	0	2.5	22.709	0.102	0	0	0	0	0	0.179	0
FAM216B	0	1.121	0	0	3.827	0	0	0	0	0	0	0	0
MRGPRX4	0	0	1.057	0	0	0	0	0	0	0	0	0	0
PCBP1-AS1	9.342	7.746	0.156	3.927	6.453	0.186	0	0.483	2.998	0	0.496	22.116	0
MYADM	158.808	0	1.246	77.792	48.229	215.195	0	0	24.003	0	0	40.368	2.179
MRGPRX3	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH1	2.285	1.36	0.28	1.488	6.967	0.084	0	0.174	2.697	18.173	0	0	0
SERTAD2	17.867	2.363	0.243	12.927	3.027	0	0	0.453	0	0	3.101	0.254	1.276
PIK3CD-AS1	22.449	0	0	0	6.945	0.5	0	0	0	0	0	0	0
AKAP5	3.553	9.869	0.203	9.987	4.213	0.121	0	0.126	7.829	0	0	0	0
NKPD1	0	0	0	0.47	1.469	0.212	0	0.22	0	0	0	0.37	0
GIPC3	0	0	0	0	0	0.21	0	0	27.051	0	0	0	0
RNF227	1.808	8.787	0.517	15.792	4.287	0	0	0	0	0	0	0	0
CITED4	2.704	0	1.16	18.488	81.772	0	6.108	1.441	0	0	7.392	0	0
ABCA13	6.717	6.607	0.48	5.953	18.253	0.096	2.528	0.447	0	0.507	4.59	0.084	0
NLRP11	12.792	7.737	0	8.464	22.02	0	0	0	13.638	0	0	0	0
TIGD5	2.311	2.751	0.283	2.257	14.093	0.169	0	0	0	0	0	0	0
PDXDC1	10.778	17.332	4.381	9.265	14.127	5.816	0.854	0	9.374	0	0	55.941	0
C1orf194	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF154	1.557	11.03	0	2.839	16.62	0.479	0	0	10.294	0	0	0	0
R3HDM2	21.703	3.768	0.517	4.465	19.302	12.207	0	0.642	0	0	3.296	10.269	1.356
B3GNT3	0	0	6.636	0	0	0	13.972	4.533	0	2.1	0	0	0
ITLN1	17.997	0	0	13.672	85.369	0	0	0	0	0	0	0	0
NRXN1	6.877	5.182	0.188	7.003	12.233	0.075	0.33	0.117	0	0	0	0.066	0
SEPHS2	215.529	0	0	39.74	0	120.859	0	0	0	0	0	0	0
OR10A7	33.678	0	0	0	0	0	0	0	0	0	0	0	0
GPBAR1	0	0	0	22.595	2.351	0	0	6.34	0	0	0	0	0
ZNF784	0.865	0	0	0	0	0	0	0.461	0	0	4.727	0	0
ZNF648	0	0	0.837	0	0	0	0	0.26	0	0	5.332	0	0
C14orf119	30.011	29.242	275.816	23.717	8.61	0.496	4.373	231.872	23.997	0	92.618	62.488	0
CCR8	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00652	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8J	0	0	0	1.492	0	0	0	0	0	0	0	0	0
BBS10	0	0	0	17.484	0	0	0	0	0	0	10.823	0	0
FIZ1	0.524	0	0.675	6.868	2.797	0.269	2.367	0.698	0	0.712	0	0.235	0
PUF60	0	56.038	2.252	20.933	1.167	0	8.891	68.173	5.421	2.673	0	14.411	0
SSC5D	13.38	7.095	0.626	1.663	3.462	0	1.099	0	0	0	1.33	0	0
DCTPP1	0	0	0	0	0	81.927	0	307.045	0	0	0	96.861	0
ZNF771	2.841	0	0.271	0	7.861	0.162	1.426	0.505	0	0	0	0	0
TSHZ1	4.297	1.79	0	0.245	2.293	0	1.941	1.145	10.652	0	1.175	0	0
PSTK	0	7.876	0	2.983	35.179	0	0	0	4.806	0	27.03	1.564	0
SOCS4	0	5.263	0	2.879	14.381	19.556	2.282	0	0	0	4.143	44.392	0
ZADH2	4.145	7.271	0	8.7	6.984	0.112	0	0	10.814	0	1.193	1.76	0.982
OR1E1	0	0	0	1.551	0	0	0	1.451	0	0	0	0	0
ZNF48	0.475	0	0	1.625	0	0	2.147	0.253	0	0	0	0	0
AC087498.1	0	0	1.616	0	0	0	0	0	0	0	0	0	0
FAM71E2	0	0	0.933	0	0	0	0	0	0	0	0	0	0
C3orf80	0	0	0	0	0	0	0	0.349	0	0	0	0.587	0
NKX2-6	0	0	1.685	0	0	0	0	0	0	0	0	0	0
TMEM150B	6.232	6.492	0	1.184	22.172	7.455	0	0	17.165	0	0	0	0
C10orf91	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD18A	0.671	6.99	0.288	2.294	44.166	0.172	0	0	0	0	0	0	0
WFDC11	0	22.671	0	0	0	0	0	0	0	0	0	0	0
TMEM86B	0	0	0	0	0	22.926	0	0	0	0	0	0	0
OR3A1	12.847	2.23	2.756	17.079	22.852	0	0	0	35.384	0	0	0	0
SEPT1	25.317	40.434	0	3.366	1.501	45.64	0	0.899	6.973	0	0	0	0
TRNAU1AP	35.496	11.178	0	12.228	8.81	0	0	0.66	0	0	0	0	0
EXOC3	1.305	0	0.933	2.478	0	0	0	0.232	0	0	1.189	0.585	0
TDRD6	0	1.23	0	0	0	0	0	0	0	0	0	0	0.886
C12orf40	3.995	0.832	0.343	0.91	0	0	3.609	0.426	0	0	2.184	0	0
CSNK1A1L	12.572	0	0	8.427	0	40.566	0	0	0	2.009	0	0	0
ACTA2-AS1	6.149	0	0	0	25.853	0	0	0	0	0	0	0	0
LYNX1	0	0	0.304	0	1.26	0	0	0.189	0	0	0	0	0
TH	0	1.143	0	0	0	0	0	0	0	0	0	0	0
MED14	2.027	8.061	0.316	3.57	8.522	0.283	0	0	0	0.5	0	6.608	0
FAHD1	13.466	53.667	0	3.336	2.083	0.3	0	8.424	0	0	0	0	0
TDRP	41.368	6.156	0	38.722	0	0	0	0	16.277	0	0	0	0
RCC1	4.119	0.953	0	1.564	4.884	0	0	0.244	15.126	0	0	0	0
WFDC9	27	33.748	0	27.69	0	0	0	0	0	0	0	0	0
MYLPF	0	0	0	9.06	0	1.63	0	0	0	0	0	0	0
F2	0	0	0.599	2.385	0	0	0	0	11.531	1.895	0	0	0
FAM71C	0	0	2.551	0	0	0	0	0	0	2.691	0	0	0
PRKRA	26.638	5.643	0.387	15.949	44.974	12.961	0	0	82.072	0	0	0	0
ZNRF2	13.48	8.023	157.406	7.68	0	26.16	4.349	0	0	0	0	0	0
RRH	2.446	28.023	0	0	47.857	0	0	1.303	0	3.321	0	0	0
SLC9A4	0.397	4.967	0.341	1.811	4.241	0.407	0	0	0	0	0	0.356	1.788
ZNF816	1.613	118.704	0	3.675	5.737	0	0	0	0	1.46	0	0	0
PRNT	17.542	0	0.655	0	0	0	0	0	0	0	0	0	3.432
FGD6	7.972	22.143	0	4.239	15.126	0.182	0.8	0.094	2.928	0	0	0	0
ADGRD2	0.32	2.002	0.55	0.73	3.419	0	0	0	0	0	0	0.287	0
GPR139	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01869	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD5	7.084	8.543	0	6.797	1.99	0.096	0	0.099	0	0	0	0	0
OAZ2	92.086	113.554	0.199	53.656	38.784	27.706	2.096	0	22.999	0	26.63	43.461	43.837
WFDC10A	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA1	9.383	0	1.007	0	0	0	0	0	0	0	0	0	0
ALX1	0	0	0	2.806	0	0	0	0	0	0	0	0	0
CCDC43	4.986	6.492	0	0.71	26.606	0	0	0	0	0	0	0	0
KCTD4	0	3.975	0	0	0	0	0	0	0	0	0	0	0
MEIOC	0	6.458	0.355	4.946	16.176	0.106	0.934	0.11	0	0	5.65	0	0
FZD2	0	1.755	0	0.96	5.994	0.864	7.611	0	0	0	0	0	0
TIGD2	0	0	0	0	0	0	0	0	0	0	33.262	0	0
ITPRID1	2.947	12.277	0	3.638	1.747	0	0	0	0	0	1.342	0	0
HCLS1	325.961	144.833	638.007	546.201	119.319	176.235	3.156	338.07	161.656	0	185.267	37.272	7.86
MTURN	57.749	215.071	2.104	187.173	252.933	23.321	0	47.609	166.557	8.138	0	74.484	0
ZNF609	1.763	1.53	0	2.678	5.226	0	0	0.235	2.428	16.758	0	0	0
PAK2	66.122	11.232	0.974	99.599	58.556	2.764	7.691	76.213	93.793	0	0	0	0
CCDC66	17.857	1.2	0.165	7.439	14.345	0	0	33.149	3.173	0	0	0	0
DEFB124	0	5.085	2.095	0	8.683	0	0	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0	0	0	0	0	0	0	0
MCFD2	10.39	7.421	0	10.148	1.056	0	561.854	0	24.528	0	0	0	0
LINC00304	0	0	0	0	0	0.23	0	0.239	0	0	0	0	0
HARBI1	2.674	40.381	4.015	58.648	11.89	0	9.058	2.849	0	3.631	25.579	3.595	6.015
DEFB123	0	0	0	0	0	0	0	4.06	0	0	0	0	0
C11orf71	0	0	0	0	22.987	12.422	10.945	16.785	0	0	0	94.132	18.172
CYP8B1	9.616	0	1.375	0.457	2.851	0	0	1.067	0	0	0	0	0
OR6K6	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTM1	0.555	0	0	0	0	0	0	0	0	0	0	0	0
GAS1	0.629	2.622	0	0.717	2.239	0	2.843	0.335	0	0	0	0	0
ARHGAP45	145.758	114.089	92.528	51.355	23.34	48.401	2.577	3.04	37.71	0	0	0.256	0
AC022148.1	0	0	0	0	1.938	0	0	0.29	0	0	0	0	0
OR10Q1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF571	3.154	8.959	1.23	4.574	98.94	0.147	1.295	1.375	0	1.557	1.567	0	2.58
GLIPR1L2	0.939	7.824	1.209	61.522	0	0	2.121	2.251	0	0	0	0	0
DEFB119	0	0	1.916	0	15.885	0	0	0	0	0	0	0	0
MIGA1	5.271	10.98	0	14.614	13.125	0	0	0	2.903	0	2.881	0.473	0
KCNE1	11.835	1.946	0.267	0.355	5.54	0	0	0	0	0	1.703	0	0
PRR26	0.192	0.401	1.321	0.219	11.638	0	0.869	0.103	0	0	0	0.518	0
NRIP1	3.56	1.745	0.18	6.92	1.49	0	0	0.112	3.461	0	0	30.413	0
ZSCAN4	0.791	14.833	0	4.508	19.702	1.622	0	0	0	0	0	0	0
BHLHA15	0	0	3.827	2.541	0	0	0	0	0	0	12.19	0	0
RNF182	0	0	0	0.496	0	0	0	0	0	0	0	0	0
C9orf139	3.566	0	0	2.438	0	26.688	0	0	0	0	0	0	0
TSPYL5	12.678	6.603	0	0	7.048	0	1.79	0	0	0	0	0	0
FUT7	2.754	0	0	5.493	29.397	23.298	0	0	0	0	0	0	0
HIST1H2AC	1191.556	5324.502	2.746	2538.087	2986.692	42.108	0	0.568	2961.569	6730.514	991.411	4986.345	2318.425
EIF2S3B	9.547	0	0	0	0	1.506	0	0.391	12.135	0	0	0	0
SKIDA1	6.905	18.257	9.344	6.052	17.951	0.953	2.399	5.094	8.777	2.164	8.711	0.476	2.39
HIST1H2BC	691.252	533.339	0	775.527	880.448	217.65	0	129.6	423.081	527.315	0	363.408	163.202
MB21D2	0.528	1.101	0	0.602	0	0.271	0	0	0	0	2.888	0	0
GSX2	0	0	0	0	0	0	0	0	0	0	0	0	4.157
SSTR2	17.449	12.746	0.778	10.587	25.798	0.929	0	0.121	18.724	0	2.478	0	1.02
ZNF594	4.688	6.975	0	0.763	0	0	0	0.535	5.533	0	0	0	0
PCGF5	7.712	102.642	0	88.611	25.912	91.26	0	5.137	198.246	34.91	7.027	34.185	13.495
SLC47A2	2.925	7.202	0	0	1.892	0	0	0	0	0	0	0.238	1.197
PRF1	0	1.463	0.603	0	0	0	0	48.267	0	0	660.272	46.584	0
OR2A4	1.012	0	0	0	7.201	0	0	0	0	0	0	0	0
MAB21L1	0	0	0	0	0	0	0	0	0	0	6.425	0	0
YOD1	0	1.705	0	22.387	13.59	11.051	0	0.436	0	0	4.475	0.978	46.656
TMEM64	4.244	92.826	0.78	5.181	3.235	0	0	1.292	25.046	0	0	0	0
C3orf22	0	0	0	0	0	0.417	0	0	0	0	0	0	0
OR10K2	0	1.226	7.072	0	2.094	0	0	0	0	0	9.653	0	0
LINC02363	6.806	33.082	0	4.308	0	0	0	0	0	0	0	0	0
CHRM4	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA2	0	0	0	0	15.493	0	0	0	0	0	3.401	0	0
S1PR5	1.902	15.852	0.544	11.561	13.536	0	0	0	0	0	0	0	0
CLRN3	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	1.987	22.77	0.284	3.397	22.389	6.113	1.496	0.176	5.474	0	0	0	0
CHST13	0	0	0.854	1.133	0	0	0	0	0	0	0	0	0
WDFY3-AS2	3.729	2.988	0	8.172	3.061	0.147	0	0	0	0	0	0	0
AGTR2	0	0	0.53	0	0	0	0	0	0	0	0	0	0
SLC36A4	0	11.865	0.158	6.28	40.523	4.615	0	0	0	0	1.004	0	0.827
ZDHHC20	9.577	5.985	0	3.274	42.019	56.785	0	0.34	26.376	0	0	0	0
ANKRD30B	1.785	5.577	0	12.541	14.815	0	0	0	0	0	0	0	0
OR51E1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFP3	0	1.424	0.587	0	3.648	0	0	0	16.944	0	0	0	0
ARSJ	3.803	10.084	0	5.516	18.452	0	0	0	0	0	0	0	0
HOXC9	0	0	0	2.415	3.77	0	0	0	0	0	0	0	0
MAP3K15	3.193	19.288	0.274	2.183	10.223	0.655	0	0	0	0	1.745	0	0
PPA1	69.508	37.992	0	15.684	56.311	69.149	0	21.452	0	17.757	1.881	0	0
HOXC10	2.29	3.18	0	0.87	0	0.391	0	0	0	0	0	0	0
PSMG4	9.052	9.251	0.147	4.671	2.43	4.816	0	0.182	14.112	0	0	0.153	0
BHLHE22	0.545	1.136	0.936	0.622	0	0.28	0	0.291	0	0	5.964	0.978	0
MAP6D1	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1G2-AS1	0	0	0	4.519	0	0	0	1.409	0	0	0	0	0
ZNF443	5.817	0	0	0	0	0	0	0	0	0	0	0	0
LINC01559	0	10.315	0	0	0	0	0	1.199	0	0	0	0	0
LINC01555	6.787	0	0	6.327	0	0.949	0	0	0	0	0	0	0
CXCR2	2119.119	69.981	0	1251.924	648.489	937.569	2.488	163.449	373.126	1.496	129.459	2.469	86.731
DEFB112	0	10.838	0	0	92.546	0	0	0	0	0	0	0	0
GREM2	0	1.778	0	0	1.518	0	0	0	0	0	6.998	0	0
C11orf42	4.674	6.492	0	0	0	0	0	0	0	0	0	0	0
SSR4	46.906	127.595	0.998	62.284	38.615	66.375	0	110.304	51.249	0	61.459	213.385	122.103
CAPS2	6.384	7.758	0	0.909	5.678	0	0	0.425	0	0.722	4.363	0	0
ZNF792	48.329	35.018	0.721	7.183	0	0	0	0.224	0	0	0	0	0
CUEDC1	12.124	1.329	0.821	2.908	5.675	0	0	0	0	13.865	0	0	0
SCRIB	0.287	0	0	0	0	0.147	0	0	0	0	1.571	0	0
KCTD2	13.819	2.809	1.446	26.117	0	0	3.045	2.335	0	0	3.685	0	0
D2HGDH	0	0	3.76	0.384	1.199	0	0	0	0	0	0	0	0
TTTY11	0	0	0	0	22.689	0	0	0	0	0	0	0	0
OXTR	0	16.423	0.677	0	51.886	0	0	0.63	0	0	0	0	0
CMTR2	3.051	4.4	1.007	0.802	58.442	0	0	0.25	0	0	3.849	0	0
OR56B4	3.089	3.218	0	15.84	0	0	0	0	0	0	0	0	0
FAM83H	3.462	3.934	1.08	3.586	5.598	1.452	4.265	1.174	0	2.564	1.72	2.257	7.08
GPR62	0	1.692	0	0	0	0.416	0	0	0	0	0	0	0
OR56A1	0	0	0	0.476	0.743	0	0	0.223	0	0	1.142	0.187	0
ZNF572	0	26.032	0	0	0	0	0	0	0	0	0	0	0
ST20	62.839	0	0	54.018	15.688	0	0	0	0	0	0	0	0
PITPNB	64.526	6.504	1.191	0.791	3.703	0	0	221.272	28.665	0.942	161.208	0	0
TCEAL8	66.98	0	4.998	18.251	176.124	1.493	2775.665	243.626	24.062	3.955	0	30.024	0
OR52E4	0	0	0	0	2.148	0.31	0	0	0	0	0	0	0
LRRC57	17.982	15.075	0	14.743	10.922	0.112	0	0.117	0	0	41.96	0	37.496
OR52N2	0	32.232	0	0	0	0	0	0	0	0	0	0	0
MRPL14	0	108.225	0	23.257	79.209	6.658	8.381	436.987	0	0	30.43	0	0
GPR137C	23.272	19.752	0	17.679	51.107	0.147	0	0.153	0	0.78	0	0	0
C1orf105	0	4.298	15.048	0	0	0	0	0	0	0	0	0	0
OR52N1	0	17.478	0	0	0	0	0	0	0	0	0	0	0
BBS12	0	8.64	0	1.182	1.844	0	0	221.008	0	0	0	0	0
ZFP82	4.741	22.716	0.61	26.202	123.128	0.972	0	0	0	0	0	0.213	0
OR52N5	0	0	0	0.727	145.311	0	0	0.34	0	0	0	0	0
C17orf47	0	0	0	10.505	17.89	0	0	0	0	0	0	0	0
LSMEM1	0	0	0	7.822	29.306	0	3.101	0	0	0	3.753	0	0
NQO1	5.468	5.696	0.469	0.623	29.18	0	2.47	0.291	0	0	2.989	0.49	2.461
OR56B1	0	0	0	0	0	0	0	0	0	0	0	0	0
AEN	0	6.159	0.761	1.685	0	0	4.007	3.939	0	0	4.849	0.53	0
FKRP	4.202	12.402	0	3.192	34.884	15.978	0	5.038	5.787	0	0	0	0
TRAPPC5	2.511	1.308	0.269	1.431	1.117	0	5.671	0.334	0	0	0	0	0
RPH3AL	0	0	0.503	2.674	6.261	3.158	0	0	9.695	0	0	0	0
SLC25A42	0	2.461	0.338	0.897	7.004	0	0	0.42	0	0	4.305	0	0
FCRL6	0	0	0	0	21.329	0	0	168.255	0	0	163.885	0	0
METTL23	37.186	1.937	0	7.415	46.302	55.759	0	0	0	0	0	0	0
SLC26A11	2.903	9.072	0	1.241	32.277	0	1.639	0.58	11.994	0	0	0	0
HIGD1A	141.284	497.916	0	395.827	173.842	76.785	0	0	245.766	320.26	121.957	408.554	124.28
CHRM2	0.214	4.9	0.917	0.487	0	0	0	0	0	0.581	0	0	0
OR52N4	0	0	0	0	0	0	0	0	0	0	91.481	0	0
MAPK15	0	0	0	4.644	0	0	0	0.31	0	0	0	0	0
EHMT1	1.362	7.007	0.344	8.122	16.525	6.651	0	0	0	0	2.189	0	0
ADIPOQ	1.543	8.035	0	0	0	0	0	0	0	0	0	0.346	0
BREA2	0	1.888	28.003	0	0	0	0	0	0	2.462	9.911	0	0
F2R	47.262	145.862	0	57.346	160.355	0	0	0	361.586	0	0	7.454	0
AC004832.1	19.836	1.53	0	0	36.59	0	0	0	0	0	0	0	0
