Gene.symbol	CRC01	CRC02	CRC03	CRC04	CRC05	CRC06	CRC07	CRC08	CRC09	CRC10	CRC11	CRC12	CRC13	CRC14	CRC15	CRC16	CRC17	CRC18	CRC19	CRC20	CRC21	CRC22	CRC23	CRC24	CRC25	CRC26	CRC27	CRC28	CRC29	CRC30	CRC31	CRC32	CRC33	CRC34	CRC35
AC119427.1	0	0	0	0	0	0	0	0	0	0	29.666	0	0	0.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157392.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL450990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC058822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140479.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL451007.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC100797.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC104073.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.732	0	0	0	0	0	0	0
AL358472.4	25.905	0	0	0	0.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651	0	0	0	0
AL392083.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC016588.2	0	0	0.52	0	0	3.24	0.786	0.175	7.17	0	0	0	0	2.027	0.159	0.078	0	0.719	4.148	0	0.347	8.492	0	0	0	0	0.861	0.29	0	2.081	0	0.302	0	0	0
AL109920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092811.2	0	0	5.214	7.91	12.33	0	5.944	0	0	0	0.343	0	0	0	0	3.379	0	0	0	0	0	1.48	0	0	7.404	0	0	0	0	20.448	4.134	0	0	0	0
TEX13D	0	1.023	0	0	0	0.684	0	0	0	0	0	0	0	0	0	1.155	0	0	0	0	0.061	0	0	0	0.438	0	0	0	0	0	0	0	0	0	0
AC074099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL109837.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01002	0.075	0.505	0.087	1.685	0.25	0.567	0.581	0.068	0	3.023	3.384	0	0.824	1.735	4.107	0.699	0	0.404	1.957	0.033	2.498	0.426	0	0	0.824	0.043	0	0	3.502	0.736	0.119	1.411	0.471	0.18	0
AC110491.3	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092192.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008993.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068733.3	0	0	0	0	0	1.612	0	0	0	0	0	0	0	0.307	0	0	0	1.135	0	0	0	0.865	0	0	0	2.109	0	0	3.862	0	0	0	0	0	0
AL133516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC215522.2	4.666	11.786	1.297	3.079	2.215	1.101	5.339	2.27	2.175	14.109	3.205	12.263	6.465	128.955	0	3.794	0	10.854	92.529	0	15.668	3.014	0	0	2.418	0	18.186	43.595	0.659	2.571	2.674	1.173	12.696	4.485	0
FAM138F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z82244.2	0	0	0	3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA3	0	0	0	0	0	0	0.353	0	3.107	0	0	0	0	0.274	0	2.988	0	0	3.076	0	0	0	0	0	0	0	0	0	0	0	0	1.019	0	0	0
AC245519.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129915.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.544	0	0
AC104333.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGR-AS1	0	0.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021920.3	22.221	0	0	0.225	0	4.781	5.796	0	0	0	0	0	0	0.897	0	0.288	0	6.186	0.977	0	0	0.337	0	0	0	0	0.397	0	0	0	0	0	0	0	0
AC093323.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUXB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.058	0	0	0	0	0	0	0	0
AC026950.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157888.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090164.4	0	0	0	0	0	0	0	0	0	0	0	0	13.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008993.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL512428.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.307	0	0
AC008993.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX13C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000035.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.695	0	0	0	0
AC009971.1	60.267	67.542	34.647	106.218	49.928	28.728	156.237	19.418	0	7.106	75.235	0	0	23.663	0	31.929	0	11.113	57.84	0	100.887	0	0	0	37.459	0	0.483	0	0	55.198	33.654	120.706	125.028	95.39	0
AC068544.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004554.2	0	0	0	0	0	0	0	0.093	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL590644.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	2.687	0	0	0	0	0
BISPR	7.153	3.346	2.872	2.178	1.627	5.385	1.793	7.829	36.753	10.708	0	3.776	15.843	3.218	9.293	1.629	1.65	0.317	6.83	0	1.98	11.958	1.89	0.664	4.325	9.385	9.293	29.895	20.893	3.754	1.214	1.199	10.092	4.125	27.625
AC003992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC084035.1	0	0	0	0	0	0	0.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012560.1	0.071	18.191	18.984	7.262	28.3	32.333	20.963	5.414	0	0	0	0	8.177	11.445	0	10.169	0	10.39	8.952	0	23.153	0	0	0	3.57	0	16.382	0	0	3.337	20.244	16.656	0	2.037	0
AL356118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z98752.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.741	0	0	0	1.965	0	0	0	0	0.873	0	0	0	0	0	0
AL136373.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027045.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL627171.2	0	0	4.055	0	0	0	0	0	0	0	10.84	0	0	2.4	0	0.356	0	1.818	0	0.193	9.087	12.888	19.21	0	0	0	1.226	0	0	4.307	2.09	4.815	0	3.155	0
AL358215.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0.748	0	0	0	0	0	2.03	0	0	0
AL162727.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353651.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL513321.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z98883.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z83818.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC091769.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003171.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107068.2	0.176	0	0	0	0	0	0	0	0	6.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010424.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.209	0	0	0	0	0	0	0	0	0	0	0
AC004706.3	0	0	0	0	0	0	0.403	0	0	0	0	0	0	0.208	0	0.534	0	0	0	0	0	0	0	1.797	0	0	0	0	0	0	0	0	0	0	0
AC004784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140481.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC063952.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008537.4	9.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL583852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRNCR1	0.578	0.025	0.018	0.029	0.017	0	0.261	0.056	0	0.991	0.241	0	0	0.039	0.207	0.037	0	0	0	0.02	0	0.152	0.022	0	0	0	0	0.997	0.242	0	0.036	0.43	0	0	0.381
AC026108.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP001005.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCBP2-OT1	0	0	0	0	2.19	0	4.023	0	0	0	0	0	0	0.831	0	6.404	0	0.818	0	0	0	0	1.394	0	0	0	0	0	0	0	0	0	0	0	0
AC099753.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031777.3	1.101	8.989	8.713	21.218	21.335	26.097	14.061	2.929	0	0	1.273	0	0	7.431	26.708	6.603	12.779	8.576	6.065	4.246	4.845	3.922	0	0	26.927	0	0.462	8.711	0.243	15.71	10.077	7.354	10.056	1.323	33.733
AL356737.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022021.1	0	0.186	0	0	0.767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893	0	0	0	0	0	0	0	0	0	0
AL162456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14	0	0	0	0	0
AC009975.2	0	0.823	0	0	0.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL392046.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL450426.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007221.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL589826.2	0	0	0	0	0	4.436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC027045.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009242.1	0	0	0	0	0	0.362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022596.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391597.1	0	0	0	0	0	0	0	0	0	71.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103703.1	0	0	0	0	0	0	0.358	0	0	0	0	0	0	11.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01668	0	0	0	0	0	11.926	0	0	0	0	0	0	0	0	0	0	0	6.584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390862.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009234.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC215522.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353759.1	0	0	0	0.467	0.819	0.931	1.955	0	0	1.377	19.811	0	0.145	3.571	0	0	0	0	0	0	0	0.35	0	0	0.477	0	0	0	1.626	0	1.172	0	0.464	0	0
LBHD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL158175.1	0	0	0	0.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMUG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157931.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL137077.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457	0	0	0	0	0	0	0	0	0	0	0.234	0	0	0	6.701	0.711	0	0	0	0	0
LINC02498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FP565171.1	0	0	0	0.12	0	0.159	0	0	0	0	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL731555.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL159152.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010642.2	1.805	0.52	1.672	0.229	0.446	1.42	3.148	1.61	0	0	0	15.815	2.369	1.726	0	5.969	0.219	6.099	0.442	0	1.63	0	15.336	0	4.054	0.139	0	14.328	0.213	1.184	0.192	3.404	0	0	0
AC011451.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004949.1	0	0	0	0	0	0	0.533	0	0	0	0	0	0	0	0	0	0	0	0	0	1.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009951.2	0	0	0	0	0	0	0.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYMAI	0	0	0	0	0	0	0	0	0	0	0	0	0	0.586	0	0	0	0	0.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC022726.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC009403.2	0	0	0.082	0.034	0.158	0.585	0.699	0	0	0	0	0	0	0	0	1.043	0	0.266	0	0	0.289	1.675	0	0	0	0	0	0	0	0.526	0.68	0.168	0.673	0	0
AC006207.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.353	0	0	3.677	0	0	0	3.166	0	0	0	0	0	0	0	0	3.915	0
AL157832.3	0	0	0	0	0	0.974	1.889	0	0	0	0	0	0	0	0	0	0	0	0	0	1.565	0	0	0	0	45.828	0	0	0	0	0	0	0	0	0
AC137936.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1	0	0	0	0	0	0	0.431	0	0	4.141	0.043	0	0	0.889	0	0.321	0	1.094	2.54	0	0	2.941	0.497	0	0.512	0	0	0	0	0.778	0.105	0	0	0.317	0
AC116353.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012564.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012507.4	0	40.741	22.242	7.311	17.949	35.933	19.779	39.594	0	0	27.018	0	0	1.458	6.185	3.28	0	4.308	0	0	3.121	18.609	0	0	10.452	0	0	0	0	7.938	22.011	48.898	0	74.764	0
AC007920.2	0	0	0.114	0	0	0	0	0	0	0	0	0	0.464	0	0	0	0	0	0	18.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC116565.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203	0	0	0	0	0	0	0	0	0	0
AC104452.1	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C13orf46	1.11	2.002	10.93	4.227	2.19	6.763	2.599	0	11.234	0	11.449	0	3.397	5.046	0	2.401	8.27	4.654	3.336	0	5.536	0.072	1.429	0	4.316	7.449	0	0	0	1.937	3.976	3.331	8.202	2.547	5.06
AC092329.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353572.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC001226.2	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0	0	0	0	0	0	0	0	0	0	0	1.363	0
AC106858.1	0	0	0	0	0	0	2.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130466.1	0	0	0	0	0	0	0	1.766	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068205.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007218.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC139493.2	0	0	0	0	0	0	0	0	0	3.926	0	0	0	0	0	0	0.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007529.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC096582.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007491.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC242022.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356234.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM237B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093277.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM33	0	0	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0
AP005212.4	0	0	0	0	0	0.838	0	0	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0
TEX52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073869.5	0	0	0	0	0	0	0.51	0	0	0.467	0.412	0	0	0	0	0	3.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL831711.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.211	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019117.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTXND2	0	0	0	0.15	0	0	0	0	0	0	0	21.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM240B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC068205.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL160396.1	20.875	0	14.427	0	17.606	0.426	2.064	13.513	0	0	41.694	0	0	11.93	0	0	0	0	0	0	9.574	0	0	0	2.618	0	0	0	0	8.945	3.215	0	16.542	0	0
LINC00680-GUSBP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.739	0	0	0	0
AC074194.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL592295.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP97D2	0.041	0	0.191	1.331	0	0.312	2.118	0	12.274	0.092	0	7.277	0	1.666	0	0	0	0.103	5.212	8.05	1.003	0.586	0	0	1.279	0	0	0	0	0	2.554	0.776	0.933	0	0
AC087521.4	0	0	0	0	0.745	0	0	0	0	0	0	0	0	0	0	0	0	0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
